,region,new,price,bedrm,bth,sqft,crime,typ_val,val_pct,typ_sqft,sqft_pct,eschl,mschl,hschl,bsmnt,gas,forsdair,elctric,solar,dayonmark,yrbuilt,update,stories,n_rooms,garage,pp_sqft,roof,floors,exterior,lot_sz,prk_spc,parking,hoa_fee,sec_sys,pool,list_cnt,assess
7970 N Glen Meadow Dr,Columbia,0,163900.0,3,3,1394,1,172020.0,-5.0,108.0,9.0,2,1,1,0,0,1,1,0,41.0,2020.0,0,1,6,0,118.0,1,0,7,1394.0,2.2,0,0,0,0,1,0
7980 N Glen Meadow Dr,Columbia,0,163900.0,3,3,1394,1,172020.0,-5.0,108.0,9.0,2,1,1,0,0,1,1,0,74.0,2020.0,0,1,6,0,118.0,1,7,7,1394.0,2.2,0,0,0,0,2,0
7992 N Quiet Oaks Ln,Springfield,1,324900.0,4,3,1958,1,180843.0,80.0,117.0,42.0,0,0,1,0,0,1,1,0,4.0,2005.0,0,1,6,0,166.0,1,7,5,5.0,2.2,0,0,0,0,3,0
8 S Purdy Ln,Columbia,0,499900.0,5,5,3143,1,201679.0,148.0,119.0,34.0,1,1,1,0,1,1,1,0,180.0,1963.0,0,3,10,1,159.0,1,7,7,22.0,2.2,3,0,0,0,5,0
800 E Brookside Dr,Springfield,0,650000.0,3,3,3264,1,156720.0,315.0,109.0,83.0,1,1,1,0,1,1,1,0,57.0,1950.0,0,1,7,1,199.0,1,7,5,3264.0,2.0,3,0,1,0,1,0
800 Van Brunt Blvd,Kansas City,0,50000.0,2,1,756,3,86522.0,-42.0,81.0,-18.0,1,1,1,1,0,1,0,0,43.0,1927.0,0,1,3,1,66.0,1,0,2,2178.0,1.0,1,0,0,0,1,0
8002 NW Pleasant Ford Rd,Kansas City,0,949000.0,2,4,2285,1,288959.0,228.0,157.0,165.0,1,2,1,1,1,1,0,0,122.0,1960.0,1,2,6,1,415.0,1,7,6,2285.0,1.0,3,51,0,0,2,0
8002 NW Pleasant Ford Rd,Kansas City,0,949000.0,2,4,2285,1,288959.0,228.0,157.0,165.0,1,2,1,1,1,1,0,0,122.0,1960.0,1,2,6,1,415.0,1,2,6,2285.0,1.0,3,51,0,0,2,0
8004 Clearwater Dr,Kansas City,0,539000.0,5,4,3901,1,288959.0,87.0,157.0,-12.0,1,2,1,1,1,1,0,0,50.0,2000.0,0,1,9,1,138.0,3,2,6,3901.0,3.0,3,60,0,1,2,0
8004 E 89th Ter,Kansas City,1,136900.0,3,2,1600,1,145337.0,-6.0,119.0,-28.0,1,0,0,1,1,1,0,0,33.0,1964.0,0,2,11,1,86.0,1,0,8,1600.0,6.0,2,0,0,0,3,0
8012 NE 102nd St,Kansas City,0,476200.0,4,4,2900,1,306678.0,55.0,220.0,-25.0,1,1,1,0,0,0,0,0,30.0,2001.0,0,1,8,1,164.0,1,6,0,2900.0,3.0,3,0,0,0,1,0
8012 NE 102nd St,Kansas City,0,476200.0,4,4,2900,1,306678.0,55.0,220.0,-25.0,1,1,1,0,0,0,0,0,30.0,2001.0,0,1,8,1,164.0,1,6,6,2900.0,3.0,3,0,0,0,1,0
8015 Stanford Ave,Saint Louis,1,439000.0,3,4,2440,1,216990.0,102.0,143.0,26.0,1,1,1,1,0,1,0,0,65.0,1936.0,0,2,7,1,180.0,1,0,0,8184.0,2.2,3,0,1,0,1,0
8016 NE 102nd St,Kansas City,0,425900.0,4,3,2525,1,306678.0,39.0,220.0,-23.0,1,1,1,0,0,0,0,0,30.0,2001.0,0,1,7,1,169.0,1,6,5,2525.0,3.0,3,0,0,0,1,0
8021 NE 100th St,Kansas City,0,375000.0,4,4,2882,1,306678.0,22.0,220.0,-41.0,1,1,1,1,1,0,0,0,53.0,2016.0,0,2,9,1,130.0,1,2,8,2882.0,3.0,3,32,0,0,7,0
8024 Airport Rd,Saint Louis,0,49900.0,3,2,960,1,72953.0,-32.0,71.0,-27.0,1,1,1,0,1,1,0,0,96.0,1951.0,0,1,5,1,52.0,1,0,6,9365.0,2.2,3,0,0,0,9,0
8029 Delmar Blvd,Saint Louis,0,344900.0,3,2,2963,1,216990.0,59.0,143.0,-19.0,1,1,1,1,1,1,0,0,114.0,1938.0,0,2,6,1,116.0,3,2,5,7405.0,2.0,3,0,0,0,8,1
8032 Clearwater Dr,Kansas City,0,659900.0,4,5,5693,1,288959.0,128.0,157.0,-26.0,1,2,1,1,0,1,1,0,18.0,2000.0,0,2,9,1,116.0,1,7,6,5693.0,3.0,3,89,1,1,16,0
8034 Pilgrim Dr,Saint Louis,1,124900.0,3,1,925,1,182028.0,-31.0,157.0,-14.0,2,1,1,0,1,1,0,0,2.0,1955.0,0,1,6,0,135.0,1,6,6,925.0,1.0,2,0,0,0,9,0
8035 NW Mastern Ave,Kansas City,0,845000.0,5,5,5470,1,288959.0,192.0,157.0,-2.0,1,2,1,1,0,0,0,0,100.0,2007.0,1,2,10,1,154.0,5,2,6,5470.0,3.0,3,56,1,0,2,0
8035 NW Mastern Ave,Kansas City,0,845000.0,5,5,5470,1,288959.0,192.0,157.0,-2.0,1,2,1,1,0,0,0,0,100.0,2007.0,1,2,10,1,154.0,5,7,6,5470.0,3.0,3,56,1,0,2,0
8037 Washington St,Kansas City,0,204500.0,3,2,1155,1,227344.0,-10.0,167.0,6.0,1,1,1,1,1,1,0,0,138.0,1958.0,0,2,8,1,177.0,1,2,0,9469.0,1.0,1,0,1,0,7,0
8037 Washington St,Kansas City,0,204500.0,3,2,1155,1,227344.0,-10.0,167.0,6.0,1,1,1,1,1,1,0,0,140.0,1958.0,0,2,8,1,177.0,1,2,0,9469.0,1.0,1,0,1,0,7,0
804 Main St,Kansas City,0,359000.0,4,3,3657,4,288959.0,24.0,157.0,-37.0,1,2,1,1,1,1,0,0,180.0,1912.0,1,1,7,1,98.0,1,0,5,3657.0,6.0,3,0,0,0,8,0
804 N Hills Dr,Saint Louis,0,134900.0,5,3,2752,1,50139.0,11.217948717948717,49.0,169.0,0,0,1,0,1,1,0,0,180.0,1926.0,0,1,10,1,49.0,1,2,5,9452.0,2.0,3,0,0,0,0,1
805 Gladstone Ave,Kansas City,0,150000.0,3,3,1119,5,86522.0,73.0,81.0,65.0,1,1,1,1,0,1,1,0,14.0,1890.0,0,1,6,0,134.0,1,0,8,4356.0,2.2,0,0,0,0,6,0
805 Monroe Ave,Kansas City,0,71000.0,2,1,1804,3,86522.0,-18.0,81.0,-51.0,1,1,1,1,1,1,0,0,180.0,1916.0,0,1,3,0,39.0,1,0,7,4356.0,2.2,0,0,0,0,6,0
805 SW Haverford Rd,Lees Summit,1,500000.0,4,4,2490,2,299186.0,67.0,140.0,43.0,1,1,1,0,0,0,0,0,1.0,1964.0,0,2,8,0,201.0,1,0,6,10862.0,3.0,0,0,0,0,0,0
806 Audubon Dr,Columbia,0,949000.0,4,5,8555,1,201679.0,371.0,119.0,-7.0,1,1,1,1,1,1,0,0,101.0,1982.0,0,2,10,1,111.0,1,7,8,1.0,3.0,3,0,1,0,4,1
806 W Ildereen St,Springfield,0,65000.0,2,1,864,1,156720.0,-59.0,109.0,-31.0,1,1,1,0,0,1,1,0,74.0,1947.0,1,1,4,0,75.0,1,0,7,864.0,2.2,0,0,0,0,2,0
808 E Garfield St,Springfield,0,60000.0,3,1,1064,1,117917.0,-49.0,93.0,-39.0,1,1,1,0,0,0,0,0,162.0,1899.0,0,1,5,0,56.0,1,2,6,7840.0,2.2,0,0,0,0,1,0
809 Chris Ct,Columbia,1,199900.0,3,2,1651,1,163630.0,22.0,108.0,12.0,2,0,1,0,0,0,0,0,48.0,2017.0,0,1,6,1,121.0,3,7,5,6000.0,2.2,3,0,0,1,4,0
810 W 132nd Ter,Kansas City,0,375000.0,3,3,2816,1,318527.0,18.0,148.0,-10.0,1,1,1,1,1,1,0,0,51.0,2003.0,0,1,6,1,133.0,1,2,6,9147.0,2.0,3,155,0,0,1,0
810 W Catalpa St,Springfield,0,349900.0,5,2,2428,1,156720.0,123.0,109.0,32.0,1,1,1,0,0,0,0,0,180.0,1930.0,1,1,8,1,144.0,1,6,0,5.0,2.0,3,0,0,0,1,0
8106 Saint Charles Rock Rd,Saint Louis,0,75500.0,4,2,1128,1,95490.0,-21.0,96.0,-30.0,0,0,1,0,1,1,0,0,134.0,1936.0,0,1,8,0,67.0,1,2,4,8712.0,2.2,0,0,0,0,5,0
8107 NE 76th Ter,Kansas City,0,564242.0,4,4,3564,1,276364.0,104.0,146.0,8.0,1,1,1,0,0,0,0,0,65.0,2001.0,0,1,8,1,158.0,1,2,7,3564.0,3.0,3,62,0,0,1,0
8107 NE 76th Ter,Kansas City,0,564242.0,4,4,3564,1,276364.0,104.0,146.0,8.0,1,1,1,0,0,0,0,0,65.0,2001.0,0,1,8,1,158.0,1,6,5,3564.0,3.0,3,62,0,0,1,0
8109 Grand Ave,Kansas City,0,199900.0,3,1,880,1,227344.0,-12.0,167.0,36.0,1,1,1,1,1,1,0,0,13.0,1946.0,0,2,4,1,227.0,1,2,7,8529.0,1.0,1,0,0,0,2,0
811 E 30th St,Kansas City,0,300000.0,3,3,2332,3,138376.0,117.0,99.0,30.0,1,1,1,1,1,1,0,0,180.0,1908.0,0,3,6,1,129.0,1,0,7,4560.0,2.0,3,0,0,0,7,0
811 E Chase St,Springfield,1,159900.0,3,3,1488,4,117917.0,36.0,93.0,16.0,1,1,1,0,1,0,1,0,86.0,1907.0,1,2,6,1,107.0,1,0,7,6098.0,2.0,3,0,1,0,1,0
8114 NE 80th Ter,Kansas City,0,420000.0,4,4,2685,1,276364.0,52.0,146.0,7.0,1,1,1,1,1,1,0,0,15.0,2015.0,0,2,14,1,156.0,1,0,5,8276.0,3.0,3,116,0,0,7,0
8118 N Tipton Ave,Kansas City,1,305000.0,4,3,2511,1,288959.0,6.0,157.0,-23.0,1,2,1,1,1,1,0,0,8.0,1995.0,1,2,13,1,121.0,1,0,6,2511.0,3.0,3,8,0,0,4,0
8118 N Tipton Ave,Kansas City,1,305000.0,4,3,2511,1,288959.0,6.0,157.0,-23.0,1,2,1,1,1,1,0,0,10.0,1995.0,1,2,13,1,121.0,1,0,6,2511.0,3.0,3,8,0,0,4,0
8120 NW Park Forest Ln,Kansas City,0,525000.0,5,5,5092,1,288959.0,82.0,157.0,-34.0,1,2,1,1,1,1,0,0,163.0,2001.0,0,1,10,1,103.0,1,5,8,5092.0,2.0,3,77,0,0,2,0
8120 Spring Valley Rd,Kansas City,0,68000.0,3,1,1602,1,145337.0,-53.0,119.0,-64.0,1,1,1,1,1,1,0,0,102.0,1958.0,0,1,4,1,42.0,1,0,8,1602.0,1.0,3,0,0,0,7,1
8123 Reilly Ave,Saint Louis,0,29900.0,2,2,1056,1,88071.0,-66.0,77.0,-63.0,2,1,1,1,1,1,0,0,74.0,1897.0,1,1,4,1,28.0,1,7,7,3571.0,1.0,3,0,0,0,12,0
8129 Pershing Ave,Saint Louis,0,2084000.0,4,5,4704,1,676171.0,208.0,298.0,49.0,1,1,1,0,1,1,0,0,93.0,1941.0,0,2,8,1,443.0,1,2,0,6011.0,2.0,3,0,0,0,5,0
813 Fairway Dr,Columbia,0,259900.0,3,3,2025,1,201679.0,29.0,119.0,8.0,1,1,1,1,0,1,0,1,86.0,1963.0,0,2,10,1,128.0,3,7,8,2025.0,4.0,3,0,0,0,8,0
813 N Elm Ave,Saint Louis,0,115000.0,2,1,1092,2,289575.0,-60.0,198.0,-47.0,1,2,1,0,1,1,0,0,87.0,1965.0,0,1,5,0,105.0,1,2,6,6011.0,2.2,0,0,0,0,5,0
813 N Warren Ave,Springfield,0,79900.0,2,1,1062,3,129720.0,-38.0,125.0,-40.0,1,2,1,0,0,1,0,0,70.0,1941.0,0,1,4,1,75.0,1,7,7,10018.0,2.0,2,0,0,0,8,0
813 SW Haverford Rd,Lees Summit,1,495000.0,4,4,2974,2,299186.0,65.0,140.0,19.0,1,1,1,0,1,1,0,0,1.0,2018.0,0,1,8,1,166.0,1,0,8,2974.0,3.0,3,51,0,0,0,0
8133 Tulane Ave,Saint Louis,0,300000.0,3,2,1761,1,216990.0,38.0,143.0,19.0,1,1,1,1,1,1,0,0,96.0,1951.0,0,1,6,1,170.0,3,2,5,10890.0,2.0,3,0,0,0,5,0
8134 NW 89th St,Kansas City,0,435000.0,3,3,2310,1,258618.0,68.0,173.0,9.0,1,2,1,0,1,1,0,0,12.0,2001.0,0,1,6,1,188.0,1,6,6,2310.0,3.0,3,37,0,0,1,0
8134 Rector Dr,Saint Louis,0,65000.0,3,1,1304,1,72953.0,-11.0,71.0,-30.0,1,1,1,0,1,1,0,0,107.0,1950.0,0,1,4,1,50.0,1,2,1,6403.0,1.0,3,0,0,0,5,0
8140 Kingsbury Blvd,Saint Louis,0,749900.0,3,1,2422,1,676171.0,11.0,298.0,4.0,1,1,1,1,1,1,0,0,79.0,1941.0,0,2,7,1,310.0,1,2,5,5967.0,2.0,3,0,0,0,7,0
815 E 110th Pl,Kansas City,0,327990.0,2,2,1375,1,186241.0,76.0,141.0,69.0,1,1,1,0,1,1,0,0,109.0,1996.0,0,1,4,1,239.0,1,2,5,1375.0,2.0,3,315,0,0,1,0
816 Nirk Ave,Saint Louis,0,145000.0,3,2,988,1,375401.0,-61.0,218.0,-33.0,1,1,1,1,0,1,1,0,82.0,1959.0,0,1,5,0,147.0,0,7,7,7666.0,1.0,2,0,0,0,4,1
817 Brownell Ave,Saint Louis,0,440000.0,4,3,2186,1,375401.0,17.0,218.0,-8.0,1,1,1,1,1,1,0,0,44.0,1924.0,1,1,8,1,201.0,0,0,5,6969.0,1.0,3,0,0,0,7,1
817 SE 10th Ter,Lees Summit,1,229000.0,3,2,1759,1,299186.0,-23.0,140.0,-7.0,1,2,1,1,0,1,0,0,7.0,1991.0,0,1,5,1,130.0,1,0,8,10019.0,2.0,3,20,0,0,1,0
818 N Forest Ave,Springfield,0,69500.0,3,2,1284,3,129720.0,-46.0,125.0,-57.0,1,2,1,0,0,1,0,0,75.0,1971.0,0,1,5,1,54.0,1,7,0,10018.0,1.0,3,0,0,0,15,0
819 W 62nd St,Kansas City,0,795000.0,4,6,5367,1,478911.0,66.0,226.0,-34.0,2,1,1,1,1,1,0,0,61.0,1927.0,0,1,10,1,148.0,1,0,0,5367.0,3.0,3,10,0,0,2,0
821 E 110th Pl,Kansas City,0,327990.0,2,2,1375,1,186241.0,76.0,141.0,69.0,1,1,1,0,1,1,0,0,107.0,1996.0,0,1,4,1,239.0,1,2,5,1375.0,2.0,3,315,0,0,1,0
821 W Worley St,Columbia,0,100000.0,2,1,758,1,254792.0,-61.0,128.0,3.0,1,1,1,0,1,1,0,0,59.0,1945.0,0,1,5,1,132.0,1,7,8,758.0,2.2,3,0,0,0,1,0
8211 Gannon Ave,Saint Louis,0,595000.0,6,6,7620,1,285099.0,109.0,182.0,-57.0,1,1,1,1,1,1,0,0,15.0,1948.0,1,1,11,1,78.0,3,2,5,7620.0,3.0,3,0,1,0,3,0
822 E 23rd Ave,Kansas City,1,199000.0,3,2,1500,1,181427.0,10.0,248.0,-47.0,1,1,1,1,0,1,1,0,47.0,1925.0,0,1,8,1,133.0,1,6,5,7000.0,3.0,3,0,0,0,2,0
8232 John Pl,Saint Louis,0,49900.0,1,1,942,1,95490.0,-48.0,96.0,-45.0,0,0,1,0,1,1,0,0,13.0,1928.0,0,1,5,1,53.0,1,2,5,4704.0,1.0,3,0,0,0,10,0
825 W 30th St S,Kansas City,0,179950.0,3,2,1460,1,161172.0,12.0,125.0,-1.0,1,2,1,1,1,1,0,0,24.0,1910.0,0,2,5,1,123.0,1,0,8,1460.0,2.0,3,0,0,0,3,0
826 N Concord Ave,Springfield,0,39000.0,3,1,1114,3,129720.0,-70.0,125.0,-72.0,1,2,1,0,0,0,0,0,149.0,1886.0,0,1,2,1,35.0,1,7,5,6969.0,1.0,3,0,0,0,8,0
8269 Albin Ave,Saint Louis,0,50000.0,2,1,1040,3,95490.0,-48.0,96.0,-50.0,0,0,1,0,1,1,0,0,180.0,1926.0,0,1,4,1,48.0,1,0,5,7492.0,0.0,3,0,0,0,1,0
828 Newcastle Dr,Saint Louis,0,1099000.0,5,5,4923,1,285099.0,285.0,182.0,23.0,2,1,1,0,1,1,0,0,86.0,1954.0,0,2,7,1,223.0,1,2,7,4923.0,3.0,3,0,0,0,5,0
828 SW Haverford Rd,Lees Summit,1,450000.0,4,3,2636,2,299186.0,50.0,140.0,22.0,1,1,1,0,1,1,0,0,1.0,2020.0,0,1,7,1,171.0,1,0,5,9448.0,3.0,3,51,0,0,0,0
830 Clark St,Saint Louis,1,159900.0,4,2,1400,1,126286.0,27.0,113.0,1.0,1,1,1,1,1,1,0,0,8.0,1952.0,1,1,7,0,114.0,1,6,5,8232.0,2.0,0,0,0,0,11,0
830 Wachtel Ave,Saint Louis,0,40000.0,3,2,1100,3,152205.0,-74.0,140.0,-74.0,1,1,1,0,1,1,0,0,19.0,1906.0,0,1,4,0,36.0,1,2,7,6011.0,2.2,0,0,0,0,3,0
8301 Madison Ave,Saint Louis,0,299900.0,4,3,3252,1,95490.0,214.0,96.0,-4.0,0,0,1,0,1,1,0,0,33.0,1907.0,1,2,9,1,92.0,1,2,6,8232.0,3.0,2,0,0,0,1,0
8301 Spring Valley Rd,Kansas City,1,145000.0,3,1,1141,1,145337.0,11.217948717948717,119.0,7.0,1,1,1,0,1,1,0,0,8.0,1950.0,0,1,4,0,127.0,1,0,7,1141.0,2.2,0,0,0,0,1,0
8304 NE 89th Pl,Kansas City,0,465900.0,4,4,3096,1,306678.0,52.0,220.0,-32.0,1,1,1,0,1,0,0,0,180.0,2020.0,0,1,10,1,150.0,1,6,6,131.0,3.0,3,39,0,0,5,0
8306 W Southeast Ct,Columbia,0,137000.0,3,1,1248,1,172020.0,-20.0,108.0,2.0,1,1,1,0,0,1,1,1,141.0,1987.0,0,1,5,1,110.0,1,7,8,1248.0,2.2,3,0,0,0,9,0
831 Marvin Ave,Saint Louis,0,39900.0,2,1,850,1,73741.0,-46.0,70.0,-33.0,1,1,1,0,1,1,0,0,11.0,1935.0,0,1,5,0,47.0,1,5,5,4965.0,2.2,0,0,0,0,1,1
8310 NW Eastside Dr,Kansas City,0,525000.0,4,5,4835,1,288959.0,82.0,157.0,-31.0,1,2,1,1,1,1,0,0,50.0,1993.0,1,1,9,1,109.0,1,2,6,4835.0,2.0,3,44,0,0,3,0
8318 Braddock Dr,Saint Louis,1,79800.0,2,1,962,1,285099.0,-72.0,182.0,-54.0,1,1,1,0,1,1,0,0,8.0,1949.0,0,1,5,0,83.0,1,7,0,7710.0,2.2,0,0,0,0,3,0
8323 NE 104th Ter,Kansas City,0,329900.0,4,3,2,1,306678.0,8.0,220.0,74877.0,1,1,1,0,1,0,0,0,43.0,2020.0,0,2,7,1,164950.0,1,0,0,2.0,2.0,3,0,0,0,1,0
8327 Gannon Ave,Saint Louis,0,399900.0,3,3,1688,1,285099.0,40.0,182.0,30.0,1,1,1,0,1,1,0,0,38.0,1952.0,1,1,7,1,237.0,1,7,0,1688.0,1.0,3,0,0,0,2,0
8348 Pepperidge Dr,Saint Louis,0,95000.0,3,1,1618,1,72953.0,30.0,71.0,-17.0,1,1,1,0,1,0,0,0,45.0,1955.0,0,1,7,1,59.0,1,5,5,1618.0,2.0,3,0,0,0,8,0
835 Marshall Ave,Saint Louis,0,230000.0,2,1,896,1,289575.0,-21.0,198.0,30.0,1,2,1,0,1,1,0,0,29.0,1918.0,1,1,6,1,257.0,1,2,7,896.0,2.0,3,0,0,0,6,0
835 McLaran Ave,Saint Louis,0,23500.0,4,2,1640,1,23500.0,-15.149012567324956,1494.222956234517,168.29993297587131,1,1,1,1,1,1,0,0,29.0,1900.0,1,2,6,1,14.0,3,7,7,3750.0,2.0,3,0,0,0,13,0
838 S Weaver Ave,Springfield,0,139842.0,4,2,1834,4,80090.0,75.0,79.0,-3.0,1,1,1,0,0,1,1,0,80.0,1919.0,1,2,8,1,76.0,0,7,7,6969.0,1.0,2,0,0,0,3,0
8401 NE 104th St,Kansas City,0,339900.0,4,3,2,1,306678.0,11.0,220.0,77150.0,1,1,1,0,0,0,0,0,49.0,2020.0,0,1,7,1,169950.0,1,2,6,2.0,3.0,3,25,0,0,1,0
8401 NE 104th St,Kansas City,0,339900.0,4,3,2,1,306678.0,11.0,220.0,77150.0,1,1,1,0,0,0,0,0,49.0,2020.0,0,1,7,1,169950.0,1,2,8,2.0,3.0,3,25,0,0,1,0
8401 University Dr,Saint Louis,0,2150000.0,4,6,6399,1,676171.0,218.0,298.0,13.0,1,1,1,0,1,1,0,0,180.0,2013.0,0,1,10,1,336.0,1,2,6,10802.0,3.0,3,0,0,0,4,0
8405 Marsh Ave,Kansas City,0,165000.0,3,2,1526,1,145337.0,14.0,119.0,-9.0,1,1,1,1,1,1,0,0,71.0,1975.0,0,1,5,1,108.0,1,6,8,1526.0,1.0,3,0,0,0,2,0
8405 NE 104th Ter,Kansas City,0,339900.0,4,3,2,1,306678.0,11.0,220.0,77150.0,1,0,0,0,1,0,0,0,49.0,2020.0,0,1,7,1,169950.0,1,0,0,2.0,3.0,3,25,0,0,1,0
8405 NE 104th Ter,Kansas City,0,339900.0,4,3,2,1,306678.0,11.0,220.0,77150.0,1,0,0,0,1,0,0,0,49.0,2020.0,0,1,7,1,169950.0,1,0,5,2.0,3.0,3,25,0,0,1,0
8407 Blue Ridge Blvd,Kansas City,0,159900.0,3,2,1283,1,145337.0,10.0,119.0,5.0,1,1,1,1,1,1,0,0,9.0,1952.0,0,1,5,1,125.0,1,6,8,10890.0,1.0,3,0,0,0,12,0
8412 Blue Ridge Blvd,Kansas City,0,80000.0,2,1,862,1,145337.0,-45.0,119.0,-22.0,1,1,1,1,1,1,0,0,46.0,1949.0,0,1,3,1,93.0,1,2,8,862.0,1.0,1,0,1,0,5,0
8412 Blue Ridge Blvd,Kansas City,0,80000.0,2,1,862,1,145337.0,-45.0,119.0,-22.0,1,1,1,1,1,1,0,0,46.0,1949.0,0,1,3,1,93.0,1,2,5,862.0,1.0,1,0,1,0,5,0
843 Carson Rd,Saint Louis,0,17999.0,2,1,784,1,73741.0,-76.0,70.0,-67.0,1,1,1,1,1,1,0,0,180.0,1920.0,1,1,4,0,23.0,1,0,7,784.0,2.2,0,0,0,0,4,1
844 Renee Ln,Saint Louis,1,374900.0,3,2,1812,2,495319.0,-24.0,198.0,4.0,2,1,1,0,1,1,0,0,9.0,1957.0,0,1,5,1,207.0,1,2,5,1812.0,1.0,3,2,0,0,3,0
8475 NW 74th St,Kansas City,0,389900.0,4,3,2500,1,288959.0,35.0,157.0,-1.0,1,2,1,0,1,1,0,0,180.0,1996.0,0,1,7,1,156.0,1,2,5,10018.0,3.0,3,8,0,0,1,0
849 Clark Ave,Saint Louis,0,294900.0,3,2,1676,1,289575.0,2.0,198.0,-11.0,1,2,1,0,1,1,0,0,144.0,1899.0,0,2,6,0,176.0,1,2,7,6838.0,2.2,0,0,0,0,6,0
8495 NW 74th St,Kansas City,0,379900.0,4,3,2500,1,288959.0,31.0,157.0,-3.0,1,2,1,0,1,0,0,0,180.0,1996.0,0,1,7,1,152.0,1,2,5,2500.0,2.0,3,8,0,0,1,0
850 E Edenmore Cir,Springfield,1,489500.0,5,4,3400,1,221059.0,121.0,126.0,14.0,2,1,1,0,1,1,1,0,4.0,1964.0,0,2,9,0,144.0,1,7,5,3400.0,2.2,0,0,0,0,1,0
8500 N Kensington Ave,Kansas City,0,309000.0,4,2,2585,1,328807.0,-6.0,159.0,-25.0,1,1,1,1,0,1,1,0,97.0,2008.0,0,2,9,1,120.0,1,0,8,10454.0,3.0,1,0,1,0,7,0
8504 Wilson Rd,Kansas City,0,37000.0,3,1,1110,1,50804.0,-27.0,55.0,-39.0,1,1,1,1,1,1,0,0,72.0,1928.0,0,1,4,0,33.0,1,0,1,10632.0,2.2,0,0,0,0,7,0
8505 N Sycamore Ave,Kansas City,0,914900.0,5,6,7310,1,306678.0,198.0,220.0,-43.0,1,1,1,1,1,1,0,0,180.0,2005.0,0,1,12,1,125.0,5,2,5,7310.0,3.0,3,116,1,0,5,0
8506 Highland Ave,Kansas City,0,135900.0,3,1,1780,2,186241.0,-27.0,141.0,-46.0,1,1,1,1,1,1,0,0,38.0,1919.0,0,2,4,0,76.0,1,0,6,1780.0,2.2,0,0,0,0,3,0
8506 Highland Ave,Kansas City,0,135900.0,3,1,1780,2,186241.0,-27.0,141.0,-46.0,1,1,1,1,1,1,0,0,38.0,1919.0,0,2,4,0,76.0,1,0,5,1780.0,2.2,0,0,0,0,3,0
8518 Sleepy Hollow Rd,Kansas City,0,229900.0,4,2,1440,1,227344.0,1.0,167.0,-4.0,1,1,1,0,1,1,0,0,21.0,1940.0,0,1,6,1,160.0,1,2,8,10454.0,1.0,2,0,0,0,5,0
8531 Lowell St,Saint Louis,0,53000.0,2,1,888,4,10152020.0,-15.149012567324956,802.7929411764705,168.29993297587131,1,1,1,1,1,1,0,0,72.0,1931.0,1,1,3,1,60.0,1,2,0,5096.0,1.0,3,0,0,0,2,0
8548 Bryan Ave,Saint Louis,0,429000.0,4,3,2240,1,299165.0,43.0,198.0,-3.0,1,1,1,0,1,1,0,0,41.0,1951.0,0,1,8,1,192.0,1,6,0,7753.0,1.0,3,0,0,0,3,0
855 NE 65th Ter,Kansas City,0,235000.0,3,2,1486,1,188822.0,24.0,139.0,14.0,1,1,1,0,1,1,0,0,127.0,2018.0,0,1,5,1,158.0,1,0,5,6534.0,2.0,3,102,0,0,11,0
8601 Corrington Ave,Kansas City,1,139900.0,4,2,1130,2,145337.0,-4.0,119.0,4.0,1,0,0,0,1,1,0,0,2.0,1955.0,0,1,6,1,124.0,1,0,8,1130.0,1.0,3,0,0,0,1,0
861 Alanson Dr,Saint Louis,0,384900.0,3,3,1957,1,285099.0,35.0,182.0,8.0,1,1,1,1,1,0,0,0,43.0,1949.0,0,1,7,1,197.0,3,2,5,1957.0,2.0,3,0,0,0,3,0
8610 N Donnelly Ave,Kansas City,0,987900.0,5,6,7150,1,306678.0,222.0,220.0,-37.0,1,1,1,1,1,1,0,0,75.0,2007.0,0,2,12,1,138.0,1,0,6,7150.0,3.0,3,116,1,1,1,0
8610 NW 74th St,Kansas City,0,384900.0,4,3,2500,1,288959.0,33.0,157.0,-2.0,1,2,1,0,1,1,0,0,180.0,1996.0,0,1,7,1,154.0,1,2,5,9583.0,3.0,3,8,0,0,2,0
8612 NE 89th Pl,Kansas City,0,389950.0,4,4,2564,1,306678.0,24.0,220.0,-33.0,1,1,1,1,1,1,0,0,39.0,2004.0,0,2,8,1,148.0,1,0,6,2564.0,3.0,3,39,0,0,2,0
8614 NE 103rd Ter,Kansas City,0,381680.0,3,2,2230,1,306678.0,24.0,220.0,-22.0,1,1,1,0,0,0,0,0,79.0,1996.0,0,1,5,1,171.0,1,6,8,2230.0,3.0,3,0,0,0,1,0
8617 Stella Ave,Saint Louis,0,50000.0,2,1,970,1,72953.0,-31.0,71.0,-27.0,1,1,1,0,1,1,0,0,99.0,1950.0,0,1,5,0,52.0,1,2,6,7492.0,2.2,0,0,0,0,4,0
8629 N Utica Ave,Kansas City,0,485000.0,4,4,3930,1,258618.0,88.0,173.0,-29.0,1,2,1,1,1,1,0,0,67.0,2009.0,1,1,8,1,123.0,1,2,6,3930.0,3.0,3,50,0,1,2,0
8633 Olden Ave,Saint Louis,0,114900.0,3,1,1312,1,95490.0,20.0,96.0,-9.0,1,1,1,0,1,1,0,0,36.0,1952.0,0,1,5,0,88.0,1,2,7,8014.0,2.2,0,0,0,0,1,0
8634 Spoon Dr,Saint Louis,1,194000.0,2,2,1152,1,285099.0,-32.0,182.0,-7.0,1,1,1,1,0,1,0,0,18.0,1953.0,0,1,8,1,168.0,3,0,0,7840.0,1.0,3,0,0,0,5,0
