Certified 2019 Dodge Charger SXT,"23,000",One Owner,No Accident / Damage Reported,GREAT,"33,008",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Triple Nickel Clearcoat,Black
Used 2019 Chevrolet Traverse FWD LT,"23,500",One Owner,Accident / Damage Reported,GREAT,"90,099",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 27 Highway,Silver Ice Metallic,Jet Black
Used 2017 Audi A6 2.0T Premium quattro,"27,750",One Owner,No Accident / Damage Reported,GOOD,"30,424",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 31 Highway,Moonlight Blue Metallic,Nougat Brown
Used 2017 Jeep Grand Cherokee 4WD Limited,"28,500",One Owner,No Accident / Damage Reported,GOOD,"35,857",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Diamond Black Crystal Pearlcoat,Light Frost Beige/Black
Used 2017 Lexus IS 300 AWD,"28,550",One Owner,No Accident / Damage Reported,GOOD,"39,967",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,19 City / 26 Highway,Ultrasonic Blue Mica 2.0,Flaxen
Used 2017 Jeep Grand Cherokee Altitude,"29,500",One Owner,No Accident / Damage Reported,GOOD,"33,281",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Diamond Black Crystal Pearlcoat,Black
Used 2018 Ford F150 4x4 SuperCrew,"37,495",One Owner,No Accident / Damage Reported,,"89,211",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",19 City / 24 Highway,White Platinum Metallic Tri-Coat - White
New 2020 Honda CR-V AWD LX,"26,049",,,,5,All wheel drive,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,27 City / 32 Highway,Platinum White Pearl,Ivory
Used 2019 Ford Ranger XLT,"30,000",One Owner,No Accident / Damage Reported,GREAT,"38,085",4 wheel drive,4-Cylinder Turbo,10-Speed Automatic,Gasoline,5',20 City / 24 Highway,Oxford White
Certified 2019 Jeep Grand Cherokee Limited,"30,000",One Owner,Accident / Damage Reported,GREAT,"25,946",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Billet Silver Metallic Clearcoat,Black
Certified 2019 Jeep Grand Cherokee Limited,"30,000",One Owner,Accident / Damage Reported,GREAT,"25,946",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Billet Silver Metallic Clearcoat,Black
Used 2017 Lexus RX 350 AWD,"34,375",One Owner,No Accident / Damage Reported,GOOD,"40,000",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 26 Highway,Nebula Gray Pearl,Black
Used 2019 Ford Expedition Max 4WD XLT,"37,000",One Owner,No Accident / Damage Reported,GREAT,"60,614",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,16 City / 21 Highway,Black,Ebony
Used 2019 RAM 1500 4x4 Crew Cab Big Horn,"38,000",One Owner,No Accident / Damage Reported,GREAT,"24,608",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",19 City / 24 Highway,Granite Crystal Metallic Clearcoat
Used 2020 Chevrolet Blazer AWD LT w/ 2LT,"30,980",One Owner,No Accident / Damage Reported,GREAT,"6,482",All wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 25 Highway,Summit White,Jet Black
Used 2019 Volvo XC90 AWD T6 Momentum,"39,000",Multiple Owners,Accident / Damage Reported,GREAT,"30,846",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,19 City / 26 Highway,Ice White,Charcoal
Used 2012 Hyundai Sonata GLS,"8,339",One Owner,No Accident / Damage Reported,GOOD,"113,344",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 34 Highway,Sparkling Ruby Mica,Camel
Used 2012 Honda Odyssey EX-L,"10,585",One Owner,No Accident / Damage Reported,GREAT,"145,461",2 wheel drive - front,6-Cylinder,5-Speed Automatic,Gasoline,18 City / 27 Highway,Taffeta White,Gray
Used 2014 Hyundai Santa Fe FWD Sport,"14,288",One Owner,No Accident / Damage Reported,GOOD,"73,358",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,20 City / 27 Highway,Mineral Gray,Gray
Used 2015 Hyundai Santa Fe FWD Sport w/ Option Group 02,"14,895",Multiple Owners,Accident / Damage Reported,GOOD,"65,671",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,20 City / 27 Highway,Mineral Gray,Gray
Used 2018 Hyundai Sonata SEL,"14,995",One Owner,No Accident / Damage Reported,GOOD,"68,038",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,25 City / 35 Highway,Symphony Silver,Gray
Used 2014 Audi Q5 2.0T Premium,"18,795",Multiple Owners,No Accident / Damage Reported,,"57,798",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Flexible Fuel,20 City / 27 Highway,Brilliant Black,Black
Used 2017 Hyundai Santa Fe AWD Sport,"18,895",One Owner,No Accident / Damage Reported,GOOD,"39,212",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,20 City / 26 Highway,Red,Beige
Certified 2017 Hyundai Tucson Night,"19,290",Multiple Owners,No Accident / Damage Reported,,"28,304",2 wheel drive - front,4-Cylinder Turbo,7-Speed Automatic,Gasoline,25 City / 30 Highway,Caribbean Blue,Black
Used 2017 Jeep Compass Limited,"22,779",One Owner,No Accident / Damage Reported,GOOD,"30,328",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,22 City / 30 Highway,Jazz Blue Pearlcoat,Black
Used 2017 GMC Acadia AWD All Terrain,"24,594",One Owner,No Accident / Damage Reported,GREAT,"45,814",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 25 Highway,Iridium Metallic,Jet Black
Used 2017 Chevrolet Traverse AWD Premier,"26,299",One Owner,No Accident / Damage Reported,GREAT,"58,141",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,15 City / 22 Highway,Mosaic Black Metallic,Ebony
Used 2015 Mitsubishi Mirage DE,"6,332",Multiple Owners,Accident / Damage Reported,GREAT,"80,892",2 wheel drive - front,3-Cylinder,Continuously Variable Automatic,Gasoline,36 City / 42 Highway,Blue,Black
Used 2014 Kia Sportage FWD LX,"11,320",One Owner,No Accident / Damage Reported,GOOD,"80,065",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 28 Highway,Bright Silver,Alpine Gray
Used 2017 Hyundai Tucson SE,"16,355",One Owner,No Accident / Damage Reported,GOOD,"40,325",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 30 Highway,Black,Black
Used 2019 Hyundai Tucson AWD SE,"18,372",One Owner,No Accident / Damage Reported,GREAT,"29,080",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 25 Highway,Gemstone Red,Black
Used 2014 Toyota Highlander Limited,"23,458",Multiple Owners,Accident / Damage Reported,GOOD,"86,401",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,Black,Black
Used 2014 Kia Sorento AWD EX V6,"7,891",One Owner,No Accident / Damage Reported,GREAT,"175,629",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,Titanium Silver,Beige
Used 2014 Mercedes-Benz CLA 250,"15,291",One Owner,Accident / Damage Reported,GREAT,"96,565",2 wheel drive - front,4-Cylinder Turbo,7-Speed Automatic,Gasoline,26 City / 38 Highway,Night Black,Black
Used 2017 Lincoln MKZ Select,"15,991",One Owner,No Accident / Damage Reported,GREAT,"71,966",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 31 Highway,White Platinum Metallic Tri-Coat,Cappuccino
New 2020 GMC Terrain FWD SLE,"21,115",,,,"5,267",2 wheel drive - front,4-Cylinder Turbo,9-Speed Automatic,Gasoline,26 City / 30 Highway,Quicksilver Metallic - Gray,Jet Black Cloth
Certified 2019 Honda Fit LX,"15,741",One Owner,No Accident / Damage Reported,GREAT,"3,708",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,33 City / 40 Highway,Platinum White,Black
Used 2019 MAZDA MAZDA3 Sedan w/ Premium Package,"18,591",Multiple Owners,No Accident / Damage Reported,GREAT,"22,774",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,26 City / 35 Highway,Snowflake White Pearl Mica,Black
Used 2016 Honda Accord EX Sedan,"18,691",One Owner,No Accident / Damage Reported,GOOD,"55,609",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,27 City / 36 Highway,Deep Blue Opal Metallic,Ivory
Used 2019 Toyota Camry SE,"19,991",One Owner,No Accident / Damage Reported,GREAT,"46,223",2 wheel drive - front,4-Cylinder,8-Speed Automatic,Gasoline,29 City / 41 Highway,Predawn Gray Mica,Black
Used 2019 Toyota Camry SE,"19,991",One Owner,Accident / Damage Reported,GREAT,"38,720",2 wheel drive - front,4-Cylinder,8-Speed Automatic,Gasoline,29 City / 41 Highway,Midnight Black Metallic,Black
Used 2017 Ford Edge AWD Titanium,"21,691",Multiple Owners,No Accident / Damage Reported,GREAT,"61,679",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,20 City / 27 Highway,Ingot Silver Metallic,Ebony
New 2020 Hyundai Santa Fe AWD SEL w/ Convenience Package,"29,779",,,,12,All wheel drive,4-Cylinder,8-Speed Automatic,Gasoline,21 City / 27 Highway,Lava Orange,Espresso/Gray
Used 2019 Chrysler 300 Touring,"22,891",One Owner,No Accident / Damage Reported,GOOD,"11,550",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Gloss Black,Linen/Black
Used 2020 Chrysler Pacifica Touring,"24,991",Multiple Owners,No Accident / Damage Reported,GREAT,"26,289",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Bright White Clearcoat,Black/Alloy
Used 2018 Ford Explorer FWD XLT,"24,991",One Owner,Accident / Damage Reported,,"19,430",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,19 City / 27 Highway,Platinum Dune Metallic Tri-Coat,Ebony Black
Used 2017 Ford Explorer 4WD Limited,"26,991",Multiple Owners,No Accident / Damage Reported,GREAT,"65,116",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Shadow Black,Ebony Black
Used 2019 Honda CR-V AWD EX-L,"27,591",Multiple Owners,No Accident / Damage Reported,GREAT,"18,860",All wheel drive,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,Platinum White Pearl,Ivory
Used 2018 Audi Q5 2.0T Premium,"27,991",One Owner,No Accident / Damage Reported,GREAT,"34,571",All wheel drive,4-Cylinder Turbo,7-Speed Automatic,Gasoline,23 City / 27 Highway,Florett Silver Metallic,Black
Used 2017 Lexus ES 350,"29,591",Multiple Owners,No Accident / Damage Reported,,"20,952",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,21 City / 30 Highway,Eminent White Pearl,Stratus Gray
Used 2017 Dodge Durango AWD GT,"30,591",One Owner,No Accident / Damage Reported,GOOD,"31,343",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Granite Metallic Clearcoat,Black
Used 2019 Ford Mustang GT Coupe,"34,391",One Owner,No Accident / Damage Reported,GOOD,"10,301",2 wheel drive - rear,8-Cylinder,Information Unavailable,Gasoline,Information Unavailable,Race Red,Ebony
Used 2020 Chevrolet Suburban LT,"43,991",One Owner,No Accident / Damage Reported,GREAT,"40,091",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,14 City / 21 Highway,Summit White,Jet Black
Used 2015 Ford F250 XLT,"42,500",Multiple Owners,No Accident / Damage Reported,GREAT,"39,052",4 wheel drive,8-Cylinder Turbo,6-Speed Automatic,Diesel,Information Unavailable,Vermillion Red,Steel
Used 2017 Buick Encore FWD Essence,"16,731",One Owner,No Accident / Damage Reported,GOOD,"38,836",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 33 Highway,Quicksilver Metallic,Ebony
Used 2017 Honda Pilot AWD EX-L,"27,939",One Owner,No Accident / Damage Reported,GOOD,"44,441",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 26 Highway,Lunar Silver Metallic,5FNYF6H51HB046163
Used 2011 Toyota Sienna LE,"12,000",Multiple Owners,No Accident / Damage Reported,GREAT,"109,508",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,Beige,Bisque
Used 2018 Mitsubishi Outlander Sport FWD,"16,000",One Owner,Accident / Damage Reported,GREAT,"18,172",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,23 City / 29 Highway,Black,Black
Used 2017 Toyota RAV4 FWD LE,"18,750",One Owner,No Accident / Damage Reported,GREAT,"36,713",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 30 Highway,Silver Sky Metallic,Black
Used 2017 Jeep Grand Cherokee 4WD Laredo,"25,700",One Owner,Accident / Damage Reported,GOOD,"24,798",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Diamond Black Crystal Pearlcoat,Black
Certified 2020 Chevrolet Traverse FWD LT,"34,000",One Owner,No Accident / Damage Reported,GREAT,"3,827",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 27 Highway,Summit White,Jet Black/Dark Galvanized
Certified 2017 Ford Escape FWD S,"14,998",One Owner,No Accident / Damage Reported,GREAT,"28,721",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 29 Highway,Ingot Silver Metallic,Charcoal Black
Certified 2017 Ford Escape FWD S,"14,998",One Owner,No Accident / Damage Reported,GREAT,"28,721",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 29 Highway,Ingot Silver Metallic,Charcoal Black
Certified 2017 Ford Escape FWD S,"16,570",One Owner,No Accident / Damage Reported,GREAT,"14,365",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 29 Highway,Shadow Black,Charcoal Black
New 2021 Chevrolet Silverado 1500 4x4 Crew Cab LT Trail Boss,"43,659",,,,0,4 wheel drive,8-Cylinder,10-Speed Automatic,Gasoline,"5'10""",16 City / 21 Highway,Black - Black
Used 2018 Chevrolet Silverado 1500 LT,"38,990",One Owner,Accident / Damage Reported,GOOD,"35,240",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"5'10""",17 City / 22 Highway,Red Hot
Certified 2019 Ford Escape FWD S,"17,243",One Owner,No Accident / Damage Reported,GREAT,"9,848",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,21 City / 29 Highway,Agate Black Metallic,Chromite Gray/Charcoal Black
Certified 2019 Ford Escape FWD S,"17,243",One Owner,No Accident / Damage Reported,GREAT,"9,848",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,21 City / 29 Highway,Agate Black Metallic,Chromite Gray/Charcoal Black
Certified 2017 Ford Fusion SE,"17,664",One Owner,No Accident / Damage Reported,GREAT,"12,129",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Burgundy Velvet Metallic Tinted Clearcoat,Medium Light Stone
Used 2016 Nissan Altima 3.5 SL,"14,443",Multiple Owners,Accident / Damage Reported,GREAT,"74,351",2 wheel drive - front,6-Cylinder,Continuously Variable Automatic,Gasoline,22 City / 31 Highway,Super Black,Charcoal
Used 2020 Kia Forte LXS,"14,997",One Owner,No Accident / Damage Reported,GREAT,"31,386",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 40 Highway,Silky Silver,Black
Used 2019 Toyota Corolla LE,"15,202",Multiple Owners,No Accident / Damage Reported,GREAT,"29,151",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Red,Black
Used 2016 Nissan Altima 3.5 SL,"14,443",Multiple Owners,Accident / Damage Reported,GREAT,"74,351",2 wheel drive - front,6-Cylinder,Continuously Variable Automatic,Gasoline,22 City / 31 Highway,Super Black,Charcoal
Used 2019 Toyota Corolla LE,"15,264",One Owner,No Accident / Damage Reported,GREAT,"28,975",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Silver,Ash
Used 2019 Toyota Corolla LE,"15,264",One Owner,No Accident / Damage Reported,GREAT,"29,916",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Slate Metallic,Black
Used 2013 Acura MDX,"15,495",Multiple Owners,No Accident / Damage Reported,GOOD,"103,848",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 21 Highway,Aspen White Pearl,Parchment
Used 2019 Toyota Corolla L,"15,497",One Owner,Accident / Damage Reported,GREAT,"30,460",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Silver,Black
Used 2019 Toyota Corolla LE,"15,498",One Owner,No Accident / Damage Reported,GREAT,"28,500",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Red,Black
Certified 2017 Honda Civic LX Sedan,"16,386",One Owner,No Accident / Damage Reported,GOOD,"33,373",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 40 Highway,Lunar Silver Metallic,Black
Certified 2017 Honda Accord LX Sedan,"17,263",Multiple Owners,Accident / Damage Reported,GOOD,"43,091",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,Information Unavailable,Modern Steel Metallic,Ivory
Used 2020 Kia Optima LX,"17,444",One Owner,No Accident / Damage Reported,GREAT,"25,638",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 32 Highway,Ebony Black,Black
Used 2019 Dodge Grand Caravan GT,"17,590",One Owner,No Accident / Damage Reported,GREAT,"47,374",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Granite Crystal Metallic Clearcoat,Black
Certified 2017 Honda Civic EX Sedan,"17,846",One Owner,Accident / Damage Reported,GOOD,"43,455",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 40 Highway,Modern Steel,Black
Used 2019 Dodge Grand Caravan GT,"17,980",One Owner,No Accident / Damage Reported,GREAT,"42,603",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Billet Silver Metallic Clearcoat,Black
Used 2019 Mitsubishi Outlander SEL,"18,344",One Owner,No Accident / Damage Reported,GREAT,"29,530",4 wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,24 City / 29 Highway,Red,Black
Used 2019 Dodge Grand Caravan GT,"19,264",One Owner,No Accident / Damage Reported,GREAT,"31,980",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Billet Silver Metallic Clearcoat,Black
Used 2016 Ford Mustang Coupe,"19,381",Multiple Owners,No Accident / Damage Reported,GOOD,"59,198",2 wheel drive - rear,4-Cylinder Turbo,6-Speed Shiftable Automatic,Gasoline,21 City / 31 Highway,Triple Yellow Tri-Coat,Ebony
Used 2019 Dodge Grand Caravan GT,"19,507",One Owner,No Accident / Damage Reported,GREAT,"37,878",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Granite Crystal Metallic Clearcoat,Black
Used 2015 Nissan Armada SL,"19,999",Multiple Owners,No Accident / Damage Reported,GREAT,"85,150",2 wheel drive - rear,8-Cylinder,5-Speed Automatic,Gasoline,13 City / 19 Highway,Pearl White,Almond
Used 2020 Chevrolet Equinox LT,"20,584",One Owner,No Accident / Damage Reported,GREAT,"30,446",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 30 Highway,Silver Ice Metallic,Medium Ash Gray
Used 2019 Nissan Pathfinder SV,"20,999",One Owner,No Accident / Damage Reported,GREAT,"31,745",2 wheel drive - front,6-Cylinder,Continuously Variable Automatic,Gasoline,20 City / 27 Highway,Gun Metallic,Charcoal
Used 2019 Nissan Pathfinder SL,"24,999",One Owner,No Accident / Damage Reported,GREAT,"40,889",4 wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,19 City / 26 Highway,Brilliant Silver Metallic,Charcoal
Used 2020 Chrysler Pacifica Touring-L,"26,998",One Owner,No Accident / Damage Reported,GREAT,"31,872",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Billet Silver Metallic Clearcoat,Alloy
Used 2015 Chevrolet Tahoe 4WD LTZ,"32,995",Multiple Owners,No Accident / Damage Reported,GREAT,"94,487",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Champagne Silver Metallic - Gold,Cocoa/Dune Leather
Used 2019 Chevrolet Silverado 2500 4x4 Crew Cab LT,"52,895",One Owner,No Accident / Damage Reported,GOOD,"36,230",4 wheel drive,8-Cylinder Turbo,6-Speed Automatic,Diesel,"6'7""",Information Unavailable,Silver Ice Metallic - Gray
Used 2020 Chrysler Pacifica Touring-L,"26,998",One Owner,No Accident / Damage Reported,GREAT,"28,164",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Bright White Clearcoat,Alloy
Used 2020 Chrysler Pacifica Touring-L,"27,499",One Owner,No Accident / Damage Reported,GREAT,"27,898",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Granite Crystal Metallic Clearcoat,Alloy
Used 2020 Chrysler Pacifica Touring-L,"27,499",One Owner,No Accident / Damage Reported,GREAT,"29,037",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Velvet Red Pearlcoat,Alloy
Used 2020 Nissan Pathfinder 4WD SL,"28,458",One Owner,No Accident / Damage Reported,GREAT,"27,340",4 wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,20 City / 27 Highway,Magnetic Black Pearl,Charcoal
Used 2019 Nissan Titan PRO-4X,"38,937",One Owner,No Accident / Damage Reported,GREAT,"25,229",4 wheel drive,8-Cylinder,7-Speed Automatic,Gasoline,"5'6""",15 City / 20 Highway,Cayenne Red Metallic
Certified 2019 Chevrolet Cruze LT Sedan,"16,450",One Owner,No Accident / Damage Reported,GOOD,"37,194",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,28 City / 38 Highway,Satin Steel Gray Metallic,Jet Black
Used 2012 Toyota Yaris 2-Door Hatchback,"10,590",Multiple Owners,No Accident / Damage Reported,,"79,423",2 wheel drive - front,4-Cylinder,4-Speed Automatic,Gasoline,30 City / 35 Highway,Silver,Gray
Used 2017 Chevrolet Trax FWD LT w/ 1LT,"13,590",One Owner,No Accident / Damage Reported,GREAT,"33,532",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 33 Highway,Gray,Black
Used 2013 Honda Civic EX Sedan,"13,590",Multiple Owners,No Accident / Damage Reported,GREAT,"26,312",2 wheel drive - front,4-Cylinder,5-Speed Automatic,Gasoline,28 City / 39 Highway,Silver,Gray
Used 2011 BMW 328i Convertible,"14,990",Multiple Owners,No Accident / Damage Reported,GOOD,"74,948",2 wheel drive - rear,6-Cylinder,6-Speed Shiftable Automatic,Gasoline,18 City / 28 Highway,Silver,Black
Used 2017 Chevrolet Trax AWD LS,"15,590",One Owner,No Accident / Damage Reported,GOOD,"24,827",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,24 City / 30 Highway,Black,Black
Used 2013 Honda Accord EX-L Coupe,"16,990",Multiple Owners,No Accident / Damage Reported,,"59,327",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,21 City / 32 Highway,Blue,Black
Used 2019 Ford Taurus SEL AWD,"16,990",One Owner,No Accident / Damage Reported,GREAT,"72,927",All wheel drive,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 24 Highway,Blue,Black
Used 2018 Ford Taurus SEL AWD,"18,990",One Owner,No Accident / Damage Reported,GREAT,"41,457",All wheel drive,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 24 Highway,Blue,Black
Used 2016 Chevrolet Colorado 2WD Extended Cab W/T,"20,990",Multiple Owners,No Accident / Damage Reported,GREAT,"33,038",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Gasoline,"6'2""",18 City / 25 Highway,Silver
Used 2017 Chevrolet Colorado 2WD Extended Cab W/T,"22,590",One Owner,No Accident / Damage Reported,GREAT,"12,097",2 wheel drive - rear,4-Cylinder,6-Speed Automatic,Gasoline,"6'2""",20 City / 26 Highway,Brown
Used 2018 MAZDA MX-5 Miata Grand Touring,"23,990",One Owner,No Accident / Damage Reported,GREAT,"5,588",2 wheel drive - rear,4-Cylinder,6-Speed Automatic,Gasoline,26 City / 35 Highway,White,Black
Used 2011 Porsche Panamera,"25,990",Multiple Owners,No Accident / Damage Reported,GREAT,"78,633",All wheel drive,6-Cylinder,7-Speed Automatic,Gasoline,18 City / 26 Highway,White,Black
Used 2017 Nissan Titan SV,"26,990",One Owner,No Accident / Damage Reported,GREAT,"39,792",2 wheel drive - rear,8-Cylinder,7-Speed Automatic,Gasoline,"5'6""",15 City / 21 Highway,Silver
Used 2015 Chevrolet Colorado 4x4 Crew Cab Z71,"27,990",Multiple Owners,No Accident / Damage Reported,GREAT,"48,528",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,"5'2""",17 City / 24 Highway,Red
Used 2017 Chevrolet Silverado 1500 LS,"27,990",One Owner,No Accident / Damage Reported,GREAT,"27,855",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Flexible Fuel,"5'10""",18 City / 24 Highway,White
Used 2013 Chevrolet Camaro SS Convertible w/ RS Package,"27,990",One Owner,No Accident / Damage Reported,,"13,055",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,Information Unavailable,Orange,Black
Used 2011 Porsche Panamera,"27,990",Multiple Owners,No Accident / Damage Reported,GREAT,"70,502",Information Unavailable,6-Cylinder,7-Speed Automatic,Gasoline,18 City / 27 Highway,Silver,Black
Used 2016 Chevrolet Colorado 4x4 Crew Cab Z71,"28,990",One Owner,No Accident / Damage Reported,GREAT,"35,226",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,"5'2""",17 City / 24 Highway,Silver
Used 2017 RAM 1500 Express,"28,990",One Owner,No Accident / Damage Reported,GREAT,"26,291",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",15 City / 21 Highway,White
Used 2014 Jeep Wrangler 4WD Unlimited Sahara,"28,990",One Owner,No Accident / Damage Reported,GOOD,"55,227",4 wheel drive,6-Cylinder,6-Speed Manual,Gasoline,16 City / 21 Highway,Silver,Black
Used 2018 Chevrolet Silverado 1500 LT,"37,990",Multiple Owners,Accident / Damage Reported,GREAT,"19,901",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"5'10""",17 City / 22 Highway,Cajun Red Tintcoat
New 2021 Chevrolet Silverado 1500 4x4 Crew Cab LT,"39,283",,,,0,4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'10""",19 City / 22 Highway,Red Hot - Red
Used 2016 Ford Mustang GT Coupe,"28,990",Multiple Owners,No Accident / Damage Reported,GREAT,"7,184",2 wheel drive - rear,8-Cylinder,6-Speed Manual,Gasoline,15 City / 25 Highway,Black,Black
