,title,price,owner,accident,price_rating,mileage,drive_type,engine,transmission,fuel_type,mpg,exterior,interior
425,Used 2017 Honda Pilot AWD EX-L,"27,939",One Owner,No Accident / Damage Reported,GOOD,"44,441",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 26 Highway,Lunar Silver Metallic,5FNYF6H51HB046163
426,Used 2011 Toyota Sienna LE,"12,000",Multiple Owners,No Accident / Damage Reported,GREAT,"109,508",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,Beige,Bisque
427,Used 2018 Mitsubishi Outlander Sport FWD,"16,000",One Owner,Accident / Damage Reported,GREAT,"18,172",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,23 City / 29 Highway,Black,Black
428,Used 2017 Toyota RAV4 FWD LE,"18,750",One Owner,No Accident / Damage Reported,GREAT,"36,713",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 30 Highway,Silver Sky Metallic,Black
429,Used 2017 Jeep Grand Cherokee 4WD Laredo,"25,700",One Owner,Accident / Damage Reported,GOOD,"24,798",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Diamond Black Crystal Pearlcoat,Black
430,Certified 2020 Chevrolet Traverse FWD LT,"34,000",One Owner,No Accident / Damage Reported,GREAT,"3,827",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 27 Highway,Summit White,Jet Black/Dark Galvanized
431,Certified 2017 Ford Escape FWD S,"14,998",One Owner,No Accident / Damage Reported,GREAT,"28,721",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 29 Highway,Ingot Silver Metallic,Charcoal Black
433,Certified 2017 Ford Escape FWD S,"16,570",One Owner,No Accident / Damage Reported,GREAT,"14,365",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 29 Highway,Shadow Black,Charcoal Black
434,New 2021 Chevrolet Silverado 1500 4x4 Crew Cab LT Trail Boss,"43,659",,,,0,4 wheel drive,8-Cylinder,10-Speed Automatic,Gasoline,"5'10""",16 City / 21 Highway,Black - Black
435,Used 2018 Chevrolet Silverado 1500 LT,"38,990",One Owner,Accident / Damage Reported,GOOD,"35,240",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"5'10""",17 City / 22 Highway,Red Hot
436,Certified 2019 Ford Escape FWD S,"17,243",One Owner,No Accident / Damage Reported,GREAT,"9,848",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,21 City / 29 Highway,Agate Black Metallic,Chromite Gray/Charcoal Black
438,Certified 2017 Ford Fusion SE,"17,664",One Owner,No Accident / Damage Reported,GREAT,"12,129",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Burgundy Velvet Metallic Tinted Clearcoat,Medium Light Stone
439,Used 2016 Nissan Altima 3.5 SL,"14,443",Multiple Owners,Accident / Damage Reported,GREAT,"74,351",2 wheel drive - front,6-Cylinder,Continuously Variable Automatic,Gasoline,22 City / 31 Highway,Super Black,Charcoal
440,Used 2020 Kia Forte LXS,"14,997",One Owner,No Accident / Damage Reported,GREAT,"31,386",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 40 Highway,Silky Silver,Black
441,Used 2019 Toyota Corolla LE,"15,202",Multiple Owners,No Accident / Damage Reported,GREAT,"29,151",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Red,Black
443,Used 2019 Toyota Corolla LE,"15,264",One Owner,No Accident / Damage Reported,GREAT,"28,975",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Silver,Ash
444,Used 2019 Toyota Corolla LE,"15,264",One Owner,No Accident / Damage Reported,GREAT,"29,916",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Slate Metallic,Black
445,Used 2013 Acura MDX,"15,495",Multiple Owners,No Accident / Damage Reported,GOOD,"103,848",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 21 Highway,Aspen White Pearl,Parchment
446,Used 2019 Toyota Corolla L,"15,497",One Owner,Accident / Damage Reported,GREAT,"30,460",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Silver,Black
447,Used 2019 Toyota Corolla LE,"15,498",One Owner,No Accident / Damage Reported,GREAT,"28,500",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Red,Black
448,Certified 2017 Honda Civic LX Sedan,"16,386",One Owner,No Accident / Damage Reported,GOOD,"33,373",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 40 Highway,Lunar Silver Metallic,Black
449,Certified 2017 Honda Accord LX Sedan,"17,263",Multiple Owners,Accident / Damage Reported,GOOD,"43,091",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,Information Unavailable,Modern Steel Metallic,Ivory
450,Used 2020 Kia Optima LX,"17,444",One Owner,No Accident / Damage Reported,GREAT,"25,638",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 32 Highway,Ebony Black,Black
451,Used 2019 Dodge Grand Caravan GT,"17,590",One Owner,No Accident / Damage Reported,GREAT,"47,374",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Granite Crystal Metallic Clearcoat,Black
452,Certified 2017 Honda Civic EX Sedan,"17,846",One Owner,Accident / Damage Reported,GOOD,"43,455",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 40 Highway,Modern Steel,Black
453,Used 2019 Dodge Grand Caravan GT,"17,980",One Owner,No Accident / Damage Reported,GREAT,"42,603",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Billet Silver Metallic Clearcoat,Black
454,Used 2019 Mitsubishi Outlander SEL,"18,344",One Owner,No Accident / Damage Reported,GREAT,"29,530",4 wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,24 City / 29 Highway,Red,Black
455,Used 2019 Dodge Grand Caravan GT,"19,264",One Owner,No Accident / Damage Reported,GREAT,"31,980",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Billet Silver Metallic Clearcoat,Black
456,Used 2016 Ford Mustang Coupe,"19,381",Multiple Owners,No Accident / Damage Reported,GOOD,"59,198",2 wheel drive - rear,4-Cylinder Turbo,6-Speed Shiftable Automatic,Gasoline,21 City / 31 Highway,Triple Yellow Tri-Coat,Ebony
457,Used 2019 Dodge Grand Caravan GT,"19,507",One Owner,No Accident / Damage Reported,GREAT,"37,878",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Granite Crystal Metallic Clearcoat,Black
458,Used 2015 Nissan Armada SL,"19,999",Multiple Owners,No Accident / Damage Reported,GREAT,"85,150",2 wheel drive - rear,8-Cylinder,5-Speed Automatic,Gasoline,13 City / 19 Highway,Pearl White,Almond
459,Used 2020 Chevrolet Equinox LT,"20,584",One Owner,No Accident / Damage Reported,GREAT,"30,446",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 30 Highway,Silver Ice Metallic,Medium Ash Gray
460,Used 2019 Nissan Pathfinder SV,"20,999",One Owner,No Accident / Damage Reported,GREAT,"31,745",2 wheel drive - front,6-Cylinder,Continuously Variable Automatic,Gasoline,20 City / 27 Highway,Gun Metallic,Charcoal
461,Used 2019 Nissan Pathfinder SL,"24,999",One Owner,No Accident / Damage Reported,GREAT,"40,889",4 wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,19 City / 26 Highway,Brilliant Silver Metallic,Charcoal
462,Used 2020 Chrysler Pacifica Touring-L,"26,998",One Owner,No Accident / Damage Reported,GREAT,"31,872",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Billet Silver Metallic Clearcoat,Alloy
463,Used 2015 Chevrolet Tahoe 4WD LTZ,"32,995",Multiple Owners,No Accident / Damage Reported,GREAT,"94,487",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Champagne Silver Metallic - Gold,Cocoa/Dune Leather
464,Used 2019 Chevrolet Silverado 2500 4x4 Crew Cab LT,"52,895",One Owner,No Accident / Damage Reported,GOOD,"36,230",4 wheel drive,8-Cylinder Turbo,6-Speed Automatic,Diesel,"6'7""",Information Unavailable,Silver Ice Metallic - Gray
465,Used 2020 Chrysler Pacifica Touring-L,"26,998",One Owner,No Accident / Damage Reported,GREAT,"28,164",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Bright White Clearcoat,Alloy
466,Used 2020 Chrysler Pacifica Touring-L,"27,499",One Owner,No Accident / Damage Reported,GREAT,"27,898",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Granite Crystal Metallic Clearcoat,Alloy
467,Used 2020 Chrysler Pacifica Touring-L,"27,499",One Owner,No Accident / Damage Reported,GREAT,"29,037",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Velvet Red Pearlcoat,Alloy
468,Used 2020 Nissan Pathfinder 4WD SL,"28,458",One Owner,No Accident / Damage Reported,GREAT,"27,340",4 wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,20 City / 27 Highway,Magnetic Black Pearl,Charcoal
469,Used 2019 Nissan Titan PRO-4X,"38,937",One Owner,No Accident / Damage Reported,GREAT,"25,229",4 wheel drive,8-Cylinder,7-Speed Automatic,Gasoline,"5'6""",15 City / 20 Highway,Cayenne Red Metallic
470,Certified 2019 Chevrolet Cruze LT Sedan,"16,450",One Owner,No Accident / Damage Reported,GOOD,"37,194",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,28 City / 38 Highway,Satin Steel Gray Metallic,Jet Black
471,Used 2012 Toyota Yaris 2-Door Hatchback,"10,590",Multiple Owners,No Accident / Damage Reported,,"79,423",2 wheel drive - front,4-Cylinder,4-Speed Automatic,Gasoline,30 City / 35 Highway,Silver,Gray
472,Used 2017 Chevrolet Trax FWD LT w/ 1LT,"13,590",One Owner,No Accident / Damage Reported,GREAT,"33,532",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 33 Highway,Gray,Black
473,Used 2013 Honda Civic EX Sedan,"13,590",Multiple Owners,No Accident / Damage Reported,GREAT,"26,312",2 wheel drive - front,4-Cylinder,5-Speed Automatic,Gasoline,28 City / 39 Highway,Silver,Gray
474,Used 2011 BMW 328i Convertible,"14,990",Multiple Owners,No Accident / Damage Reported,GOOD,"74,948",2 wheel drive - rear,6-Cylinder,6-Speed Shiftable Automatic,Gasoline,18 City / 28 Highway,Silver,Black
475,Used 2017 Chevrolet Trax AWD LS,"15,590",One Owner,No Accident / Damage Reported,GOOD,"24,827",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,24 City / 30 Highway,Black,Black
476,Used 2013 Honda Accord EX-L Coupe,"16,990",Multiple Owners,No Accident / Damage Reported,,"59,327",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,21 City / 32 Highway,Blue,Black
477,Used 2019 Ford Taurus SEL AWD,"16,990",One Owner,No Accident / Damage Reported,GREAT,"72,927",All wheel drive,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 24 Highway,Blue,Black
478,Used 2018 Ford Taurus SEL AWD,"18,990",One Owner,No Accident / Damage Reported,GREAT,"41,457",All wheel drive,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 24 Highway,Blue,Black
479,Used 2016 Chevrolet Colorado 2WD Extended Cab W/T,"20,990",Multiple Owners,No Accident / Damage Reported,GREAT,"33,038",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Gasoline,"6'2""",18 City / 25 Highway,Silver
480,Used 2017 Chevrolet Colorado 2WD Extended Cab W/T,"22,590",One Owner,No Accident / Damage Reported,GREAT,"12,097",2 wheel drive - rear,4-Cylinder,6-Speed Automatic,Gasoline,"6'2""",20 City / 26 Highway,Brown
481,Used 2018 MAZDA MX-5 Miata Grand Touring,"23,990",One Owner,No Accident / Damage Reported,GREAT,"5,588",2 wheel drive - rear,4-Cylinder,6-Speed Automatic,Gasoline,26 City / 35 Highway,White,Black
482,Used 2011 Porsche Panamera,"25,990",Multiple Owners,No Accident / Damage Reported,GREAT,"78,633",All wheel drive,6-Cylinder,7-Speed Automatic,Gasoline,18 City / 26 Highway,White,Black
483,Used 2017 Nissan Titan SV,"26,990",One Owner,No Accident / Damage Reported,GREAT,"39,792",2 wheel drive - rear,8-Cylinder,7-Speed Automatic,Gasoline,"5'6""",15 City / 21 Highway,Silver
484,Used 2015 Chevrolet Colorado 4x4 Crew Cab Z71,"27,990",Multiple Owners,No Accident / Damage Reported,GREAT,"48,528",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,"5'2""",17 City / 24 Highway,Red
485,Used 2017 Chevrolet Silverado 1500 LS,"27,990",One Owner,No Accident / Damage Reported,GREAT,"27,855",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Flexible Fuel,"5'10""",18 City / 24 Highway,White
486,Used 2013 Chevrolet Camaro SS Convertible w/ RS Package,"27,990",One Owner,No Accident / Damage Reported,,"13,055",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,Information Unavailable,Orange,Black
487,Used 2011 Porsche Panamera,"27,990",Multiple Owners,No Accident / Damage Reported,GREAT,"70,502",Information Unavailable,6-Cylinder,7-Speed Automatic,Gasoline,18 City / 27 Highway,Silver,Black
488,Used 2016 Chevrolet Colorado 4x4 Crew Cab Z71,"28,990",One Owner,No Accident / Damage Reported,GREAT,"35,226",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,"5'2""",17 City / 24 Highway,Silver
489,Used 2017 RAM 1500 Express,"28,990",One Owner,No Accident / Damage Reported,GREAT,"26,291",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",15 City / 21 Highway,White
490,Used 2014 Jeep Wrangler 4WD Unlimited Sahara,"28,990",One Owner,No Accident / Damage Reported,GOOD,"55,227",4 wheel drive,6-Cylinder,6-Speed Manual,Gasoline,16 City / 21 Highway,Silver,Black
491,Used 2018 Chevrolet Silverado 1500 LT,"37,990",Multiple Owners,Accident / Damage Reported,GREAT,"19,901",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"5'10""",17 City / 22 Highway,Cajun Red Tintcoat
492,New 2021 Chevrolet Silverado 1500 4x4 Crew Cab LT,"39,283",,,,0,4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'10""",19 City / 22 Highway,Red Hot - Red
493,Used 2016 Ford Mustang GT Coupe,"28,990",Multiple Owners,No Accident / Damage Reported,GREAT,"7,184",2 wheel drive - rear,8-Cylinder,6-Speed Manual,Gasoline,15 City / 25 Highway,Black,Black
494,Used 2017 Toyota Tacoma 2WD Double Cab,"28,990",One Owner,No Accident / Damage Reported,GREAT,"19,022",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Gasoline,5',19 City / 24 Highway,Orange
495,Used 2013 Toyota Tundra 4x4 Double Cab,"28,990",Multiple Owners,No Accident / Damage Reported,,"37,163",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'6""",13 City / 17 Highway,Silver
496,Used 2013 Chevrolet Silverado 1500 4x4 Crew Cab LT,"29,590",Multiple Owners,No Accident / Damage Reported,GREAT,"63,164",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'10""",13 City / 18 Highway,Blue
497,Used 2017 Genesis G80 3.8 w/ Option Group 02,"29,990",One Owner,No Accident / Damage Reported,GREAT,"13,892",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,16 City / 25 Highway,Blue,Off White
498,New 2020 Buick Encore FWD Preferred,"18,635",,,,10,2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 30 Highway,Ebony Twilight Metallic - Black,Ebony Cloth
499,Used 2017 Ford F150 XLT,"29,990",One Owner,No Accident / Damage Reported,GREAT,"10,922",2 wheel drive - rear,6-Cylinder Turbo,6-Speed Automatic,Gasoline,"6'6""",19 City / 26 Highway,Gray
500,Used 2018 RAM 1500 Express,"29,990",One Owner,No Accident / Damage Reported,GREAT,"17,777",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",15 City / 21 Highway,Blue
501,Used 2019 Nissan Frontier PRO-4X,"30,990",One Owner,No Accident / Damage Reported,GREAT,"5,753",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,5',15 City / 21 Highway,Silver
502,Used 2018 RAM 1500 SLT,"30,990",One Owner,No Accident / Damage Reported,GREAT,"1,864",4 wheel drive,6-Cylinder,8-Speed Automatic,Flexible Fuel,"5'8""",16 City / 23 Highway,Burgundy
503,Used 2019 Ford F150 XLT,"31,990",One Owner,No Accident / Damage Reported,GREAT,"5,253",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Flexible Fuel,"6'6""",19 City / 25 Highway,Black
504,Used 2014 Tesla Model S,"31,990",One Owner,No Accident / Damage Reported,GREAT,"67,500",2 wheel drive - rear,Electric,Single-Speed,208 Miles,Blue,Tan,5YJSA1S1XEFP38088
505,Used 2017 Chevrolet Silverado 1500 LT w/ Z71,"31,990",One Owner,No Accident / Damage Reported,GREAT,"28,487",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'7""",16 City / 22 Highway,Silver
506,Used 2018 Jeep Wrangler JK 4WD Unlimited Sport,"32,990",One Owner,No Accident / Damage Reported,GREAT,"13,049",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,16 City / 20 Highway,Gray,Black
507,Used 2015 Toyota Tundra 4x4 CrewMax SR5,"34,990",One Owner,No Accident / Damage Reported,GREAT,"37,901",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'6""",13 City / 17 Highway,Gray
508,Used 2019 Ford Ranger 4x4 SuperCrew,"35,990",One Owner,No Accident / Damage Reported,GREAT,"12,240",4 wheel drive,4-Cylinder Turbo,10-Speed Automatic,Gasoline,5',20 City / 24 Highway,White
509,Used 2017 Toyota Tundra 4x4 CrewMax SR5,"37,590",Multiple Owners,No Accident / Damage Reported,GREAT,"34,031",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'6""",13 City / 17 Highway,Blue
510,Used 2019 Ford F150 XLT,"37,990",One Owner,No Accident / Damage Reported,GREAT,32,4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Red
511,Used 2019 Tesla Model 3,"37,990",Multiple Owners,No Accident / Damage Reported,GREAT,"13,685",2 wheel drive - rear,Electric,Single-Speed,220 Miles,Black,Black,5YJ3E1EA8KF395426
512,Used 2019 Tesla Model 3,"38,590",One Owner,No Accident / Damage Reported,GREAT,"7,352",2 wheel drive - rear,Electric,Single-Speed,220 Miles,Black,Black,5YJ3E1EA4KF296876
513,Used 2018 BMW X4 M40i,"39,590",Multiple Owners,No Accident / Damage Reported,GREAT,"32,480",All wheel drive,6-Cylinder Turbo,8-Speed Automatic,Gasoline,18 City / 25 Highway,Blue,Brown
514,Used 2019 GMC Sierra 1500 4x4 Double Cab Elevation,"39,990",One Owner,No Accident / Damage Reported,GREAT,"8,008",4 wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,"6'7""",19 City / 22 Highway,Black
515,Used 2019 Ford F150 XLT,"43,990",One Owner,No Accident / Damage Reported,GREAT,"1,675",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,White
516,Used 2018 Jeep Wrangler 4WD Unlimited Rubicon,"44,590",Multiple Owners,No Accident / Damage Reported,GREAT,"11,065",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 23 Highway,Black,Black
517,Used 2020 Kia Telluride AWD EX,"44,590",One Owner,No Accident / Damage Reported,GREAT,"3,250",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 24 Highway,Burgundy,Black
518,Used 2016 Dodge Charger SRT Hellcat,"53,990",Multiple Owners,No Accident / Damage Reported,GREAT,"22,966",2 wheel drive - rear,8-Cylinder Supercharged,8-Speed Automatic,Gasoline,13 City / 22 Highway,Black,Black
519,Used 2015 Jeep Renegade 4WD Latitude,"17,500",Multiple Owners,No Accident / Damage Reported,GOOD,"12,003",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,Information Unavailable,Colorado Red,Black
520,New 2020 Honda Civic EX Sedan,"23,065",,,,5,2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,32 City / 42 Highway,Aegean Blue,Black
521,Used 2020 GMC Sierra 1500 4x4 Crew Cab Denali,"59,990",Multiple Owners,No Accident / Damage Reported,GREAT,"1,041",4 wheel drive,8-Cylinder,10-Speed Automatic,Gasoline,"5'10""",16 City / 22 Highway,Gray
522,Used 2018 Dodge Charger SRT Hellcat,"60,590",One Owner,No Accident / Damage Reported,GREAT,"7,714",2 wheel drive - rear,8-Cylinder Supercharged,8-Speed Automatic,Gasoline,13 City / 22 Highway,White,Black
523,Used 2016 Dodge Dart SE w/ Convenience Group,"10,999",One Owner,Accident / Damage Reported,GOOD,"56,363",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 33 Highway,B5 Blue Pearlcoat,Black
524,Used 2017 Nissan Sentra SV,"11,900",One Owner,Accident / Damage Reported,GREAT,"45,848",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Gray,Charcoal
525,Used 2019 Nissan Versa 1.6 SV,"11,999",One Owner,No Accident / Damage Reported,GREAT,"38,499",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 39 Highway,White,Charcoal
