,year,brand,make_model,price,price_bin,price_rating,mileage,mileage_15,mpg_city,mpg_highway,combined_mpg,condition,accident,one_owner,drive_type,fuel_type,engine,engine_#,automatic,turbo,electric,transmission,trans_#,interior,exterior,color
812,2017,0,Chevrolet Traverse AWD LT w/ 1LT,25495.0,8,2,27206,5,15,22,37,2,1,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Silver Ice Metallic - Gray,Silver
813,2020,0,Chevrolet Blazer AWD LT w/ 2LT,32995.0,11,2,2637,1,18,25,43,1,1,1,1,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,Silver Ice Metallic - Gray,Silver
814,2018,0,Chevrolet Silverado 1500 4x4 Crew Cab LTZ,43495.0,13,2,12950,2,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Silver,N/A,N/A
815,2012,7,Honda Civic LX Coupe,11590.0,2,0,61494,12,28,38,66,1,1,0,0,0,4-Cylinder,4,1,0,0,5-Speed Automatic,5,Gray,Silver,Silver
816,2016,3,Ford Focus Electric Hatchback,11990.0,2,0,21594,4,0,0,0,1,1,1,0,4,Electric,Electric,0,0,1,Single-Speed,1,N/A,Lt. Gray,Gray
817,2014,3,Ford C-MAX SE,11990.0,2,1,48670,11,0,0,0,1,1,0,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Silver,N/A,N/A
818,2012,3,Ford Taurus SEL,12590.0,2,0,41994,10,18,27,45,1,1,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Gray,Gray,Gray
819,2009,22,BMW 335i Sedan,13590.0,3,0,82161,13,0,0,0,1,1,1,2,0,6-Cylinder Turbo,6,1,1,0,6-Speed Shiftable Automatic,6,Gray,Gray,Gray
820,2014,2,Dodge Grand Caravan SE,13990.0,3,1,36346,8,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,N/A,Burgundy,Burgundy
821,2016,0,Chevrolet Trax FWD LT w/ 1LT,14400.0,3,1,27954,6,26,34,60,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,White,White
822,2017,0,Chevrolet Trax FWD LS,14590.0,3,1,23272,4,25,33,58,1,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,White,White
823,2016,0,Chevrolet Equinox FWD LS,14995.0,3,1,52430,11,22,31,53,1,1,0,0,1,4-Cylinder,4,1,0,0,6-Speed Shiftable Automatic,6,N/A,Blue,Blue
824,2020,8,GMC Terrain FWD SLT w/ Preferred Package,25480.0,8,0,7,0,26,30,56,3,1,1,0,0,4-Cylinder Turbo,4,1,1,0,9-Speed Automatic,9,Black,Ebony Twilight Metallic - Black,Ebony
825,2017,0,Chevrolet Trax FWD LT w/ 1LT,14990.0,3,0,23817,4,25,33,58,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Gray,Silver,Silver
826,2013,9,Toyota Tacoma 2WD Regular Cab,16590.0,4,1,49215,11,60,60,120,1,1,0,2,0,4-Cylinder,4,1,0,0,4-Speed Automatic,4,White,N/A,N/A
827,2018,3,Ford C-MAX SE,16990.0,4,1,9302,2,0,0,0,1,1,1,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Gray,N/A,N/A
828,2011,3,Ford Ranger XLT,18990.0,5,0,55472,11,60,60,120,1,1,0,1,0,6-Cylinder,6,0,0,0,5-Speed Manual with Overdrive,5,Blue,N/A,N/A
829,2016,16,Jeep Renegade 4WD Trailhawk,19590.0,5,0,39378,9,21,29,50,1,1,1,1,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Gray,Gray
830,2020,9,Toyota Corolla LE Hybrid Sedan,19990.0,5,2,17166,3,0,0,0,1,1,1,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,White,N/A,N/A
831,2012,9,Toyota Tacoma 2WD Access Cab,19990.0,5,0,24817,5,60,60,120,1,1,1,2,0,4-Cylinder,4,0,0,0,Information Unavailable,0,Blue,Information Unavailable,N/A
832,2013,22,BMW 335i Sedan,20990.0,6,0,56199,11,0,0,0,1,1,0,2,0,6-Cylinder Turbo,6,1,1,0,8-Speed Automatic,8,Black,Black,Black
833,2012,1,Lexus RX 350 AWD,20990.0,6,1,39752,9,18,24,42,1,1,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Red,Red
834,2011,7,Honda Ridgeline RTL,20990.0,6,0,83474,13,50,50,100,1,1,0,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Gray,N/A,N/A
835,2014,20,RAM 1500 Tradesman,20990.0,6,0,34384,8,6,0,6,1,1,1,2,1,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Silver,N/A,N/A
836,2017,8,GMC Acadia FWD SLE w/ SLE-1,21990.0,6,0,21705,4,21,26,47,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Gray,Gray
837,2012,11,Mercedes-Benz E 550 Cabriolet,21990.0,6,0,61594,12,16,25,41,1,1,0,2,0,8-Cylinder Turbo,8,1,1,0,7-Speed Automatic,7,Black,Black,Black
838,2011,3,Ford Ranger XLT,21990.0,6,0,27968,6,60,60,120,1,1,0,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic with Overdrive,5,Red,Information Unavailable,N/A
839,2013,9,Toyota Tacoma 4x4 Access Cab,22590.0,7,0,59087,12,60,60,120,1,1,0,1,0,4-Cylinder,4,0,0,0,5-Speed Manual,5,White,N/A,N/A
840,2013,0,Chevrolet Tahoe 4WD LS w/ All-Star Edition,22990.0,7,0,67969,12,15,21,36,1,1,0,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Black,Black
841,2017,8,GMC Acadia FWD SLE w/ SLE-1,22990.0,7,0,22465,4,21,26,47,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Gray,Gray
842,2017,9,Toyota Tacoma 2WD Access Cab,23990.0,7,0,22239,4,60,60,120,1,1,1,2,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,N/A,N/A
843,2018,8,GMC Acadia AWD SLE w/ SLE-1,24590.0,8,0,19602,4,21,25,46,1,1,1,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,White,White
844,2012,16,Jeep Wrangler 4WD Sport,24590.0,8,0,43942,10,17,21,38,1,1,0,1,0,6-Cylinder,6,0,0,0,6-Speed Manual,6,Black,Orange,Orange
845,2011,16,Jeep Wrangler 4WD Rubicon,24990.0,8,1,38813,9,0,0,0,1,1,0,1,0,6-Cylinder,6,1,0,0,4-Speed Automatic,4,Brown,Black,Black
846,2014,9,Toyota Tacoma 2WD Double Cab PreRunner,24990.0,8,2,62993,12,50,50,100,1,1,0,2,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Red,N/A,N/A
847,2018,3,Ford F150 XL,25990.0,8,0,12371,2,6,0,6,1,1,0,2,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Gray,N/A,N/A
848,2018,23,Subaru WRX,25990.0,8,1,9958,2,21,27,48,1,1,1,1,0,4-Cylinder Turbo,4,0,1,0,6-Speed Manual,6,Black,Blue,Blue
849,2015,16,Jeep Wrangler 4WD Sport,25990.0,8,1,35027,8,0,0,0,1,1,1,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Black,Black,Black
850,2019,0,Chevrolet Tahoe 4WD LT,42995.0,13,2,42341,10,15,21,36,2,1,0,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Silver Ice Metallic - Gray,Silver
851,2014,0,Chevrolet Silverado 1500 4x4 Crew Cab High Country,34990.0,11,2,61551,12,5,0,5,1,1,1,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,White,N/A,N/A
852,2013,20,RAM 1500 Express,25990.0,8,1,31390,7,6,0,6,1,1,0,2,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,N/A,N/A
854,2017,9,Toyota Tacoma 2WD Double Cab,26990.0,9,0,24483,4,50,50,100,1,1,1,2,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Red,N/A,N/A
855,2017,2,Dodge Challenger GT AWD,27990.0,9,1,25198,5,19,30,49,1,1,0,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Black,Black
856,2014,0,Chevrolet Camaro SS Convertible,27990.0,9,0,27867,5,0,0,0,1,1,1,2,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Gray,Gray
857,2017,20,RAM 1500 Express,27990.0,9,0,27241,5,6,0,6,1,1,1,1,1,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Red,N/A,N/A
858,2020,0,Chevrolet Silverado 1500 2WD Regular Cab W/T,27990.0,9,0,1808,0,80,80,160,1,1,0,2,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Gray,N/A,N/A
860,2016,3,Ford F150 XL,28590.0,10,0,33385,7,6,0,6,1,1,0,1,0,6-Cylinder Turbo,6,1,1,0,6-Speed Automatic,6,Silver,N/A,N/A
861,2016,20,RAM 1500 Big Horn,28590.0,10,2,44803,10,5,0,5,1,1,0,1,1,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,N/A,N/A
862,2012,8,GMC Sierra 1500 AWD Crew Cab Denali,28990.0,10,0,62337,12,5,0,5,1,1,0,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,N/A,N/A
863,2017,0,Chevrolet Silverado 1500 LT,29990.0,10,0,17753,3,6,0,6,1,1,1,1,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Red,N/A,N/A
865,2015,9,Toyota 4Runner SR5,30990.0,11,1,51905,11,17,21,38,1,1,0,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Black,Gray,Gray
866,2016,0,Chevrolet Colorado 4x4 Crew Cab Z71,30990.0,11,1,36699,8,5,0,5,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Gray,N/A,N/A
867,2014,8,GMC Sierra 1500 SLT,30990.0,11,2,85529,13,6,0,6,1,1,0,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Red,N/A,N/A
870,2019,3,Ford Ranger 4x4 SuperCrew,31590.0,11,0,6428,1,50,50,100,1,1,0,1,0,4-Cylinder Turbo,4,1,1,0,10-Speed Automatic,10,White,N/A,N/A
871,2017,12,Nissan Titan SV,31990.0,11,0,16381,3,5,0,5,1,1,0,1,0,8-Cylinder,8,1,0,0,7-Speed Automatic,7,Red,N/A,N/A
874,2016,0,Chevrolet Silverado 1500 4x4 Crew Cab LT,32990.0,11,2,51437,11,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Blue,N/A,N/A
876,2016,3,Ford Focus RS Hatchback,34990.0,11,0,32573,7,19,25,44,1,1,0,1,0,4-Cylinder Turbo,4,0,1,0,6-Speed Manual,6,Black,Blue,Blue
877,2019,17,Cadillac CTS Luxury Sedan,39440.0,12,0,10,0,22,30,52,3,1,1,2,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,N/A,Black Raven - Black,Black
878,2015,13,Kia Optima LX,8995.0,1,2,96774,14,23,33,56,1,0,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Beige,Metal Bronze - Tan,Tan
879,2016,3,Ford F150 XL,34990.0,11,1,21329,4,5,0,5,1,1,0,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Silver,N/A,N/A
881,2019,3,Ford Mustang GT Coupe,35590.0,12,1,4572,1,0,0,0,1,1,0,2,0,8-Cylinder,8,0,0,0,Information Unavailable,0,Black,Red,Red
882,2012,0,Chevrolet Corvette Grand Sport Convertible,37590.0,12,1,28397,6,15,24,39,1,1,0,2,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Red,Red
883,2012,20,RAM 2500 SLT,37990.0,12,0,39112,9,6,0,6,1,1,0,1,2,6-Cylinder Turbo,6,0,1,0,Information Unavailable,0,Gray,Information Unavailable,N/A
884,2019,20,RAM 1500 Big Horn,37990.0,12,2,15622,3,6,0,6,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Gray,N/A,N/A
886,2018,9,Toyota Tundra 4x4 CrewMax SR5,39590.0,12,2,27939,5,5,0,5,1,1,1,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,White,N/A,N/A
887,2009,0,Chevrolet Corvette Z06 Coupe,40990.0,13,0,28066,6,15,24,39,1,1,0,2,0,8-Cylinder,8,0,0,0,6-Speed Manual,6,Black,Black,Black
888,2020,16,Jeep Gladiator Sport,40990.0,13,0,6294,1,50,50,100,1,1,0,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Beige,N/A,N/A
889,2015,0,Chevrolet Silverado 3500 4x4 Crew Cab LT,43990.0,13,0,36461,8,80,80,160,1,1,0,1,2,8-Cylinder Turbo,8,1,1,0,6-Speed Automatic,6,White,Information Unavailable,N/A
890,2020,2,Dodge Charger Scat Pack,43990.0,13,1,1076,0,15,24,39,1,1,1,2,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Black,Black,Black
892,2019,3,Ford F250 XLT,45590.0,13,2,51665,11,80,80,160,1,1,1,1,2,8-Cylinder Turbo,8,1,1,0,6-Speed Automatic,6,White,Information Unavailable,N/A
893,2017,2,Dodge Charger SRT Hellcat,58990.0,14,1,28320,6,13,22,35,1,1,1,2,0,8-Cylinder Supercharged,8,1,1,0,8-Speed Automatic,8,Black,Black,Black
894,2013,0,Chevrolet Cruze LS,6828.0,0,1,120935,14,22,34,56,1,1,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Silver,Silver
895,2017,0,Chevrolet Cruze LT Sedan,10800.0,2,1,91798,14,30,40,70,1,0,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Silver,Silver
896,2018,13,Kia Soul +,12999.0,2,1,63665,12,25,30,55,1,1,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Gray,Gray
897,2016,13,Kia Cadenza,13359.0,3,2,95111,14,19,28,47,1,1,0,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Silky Silver Metallic,Silver
898,2020,13,Kia Soul S,16841.0,4,2,16362,3,27,33,60,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Cherry Black,Black
899,2019,27,Mitsubishi Outlander SEL,17800.0,4,2,35034,8,25,30,55,1,1,0,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Black,Black
900,2019,9,Toyota Camry LE,18399.0,5,2,35429,8,29,41,70,1,1,1,0,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Black,Black
901,2019,12,Nissan Rogue SV,19800.0,5,2,29300,6,25,32,57,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Blue,Blue
902,2019,12,Nissan Rogue SV,19999.0,5,2,26664,5,25,32,57,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Silver,Silver
903,2019,13,Kia Sorento LX,20499.0,6,2,19345,4,22,29,51,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Silver,Silver
904,2019,2,Dodge Journey SE,21995.0,6,0,2500,1,19,25,44,1,1,0,0,0,4-Cylinder,4,1,0,0,4-Speed Automatic,4,Black,Contusion Blue Pearlcoat,Blue
905,2020,0,Chevrolet Impala LT w/ 1LT,21844.0,6,0,14003,2,18,28,46,1,0,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Silver Ice Metallic,Silver
906,2019,9,Toyota RAV4 AWD LE,23373.0,7,2,30258,6,27,34,61,1,1,1,1,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Silver Sky Metallic,Silver
907,2020,8,GMC Terrain AWD SLT,24899.0,8,2,27757,5,25,28,53,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,9-Speed Automatic,9,N/A,Ebony Twilight Metallic,Ebony
908,2019,12,Nissan Pathfinder SL,25999.0,8,2,29923,6,19,26,45,1,1,1,1,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Charcoal,N/A
909,2019,6,Volkswagen Beetle 2.0T Final Edition SE,28999.0,10,0,14120,3,26,33,59,1,0,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Beige,Safari Uni/Black Roof,Black
910,2021,13,Kia Sportage FWD LX,24092.0,8,0,13,0,23,30,53,3,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Pacific Blue,Blue
911,2017,16,Jeep Compass High Altitude,15975.0,3,2,36669,8,20,25,45,1,1,1,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Gray,Deep Cherry Red Crystal Pearlcoat,Red
912,2018,3,Ford EcoSport 4WD SE,16994.0,4,2,6818,1,23,29,52,1,1,1,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Ebony,White Platinum Metallic Tri-Coat,White
913,2017,16,Jeep Renegade FWD Latitude,17764.0,4,1,26722,5,0,0,0,1,1,1,0,1,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Colorado Red,Red
914,2017,20,RAM 1500 Express,22956.0,7,2,31937,7,6,0,6,1,0,1,2,1,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Red,N/A,N/A
915,2017,8,GMC Acadia AWD SLT w/ SLT-2,26869.0,9,2,38914,9,18,25,43,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Crimson Red Tintcoat,Red
916,2018,16,Jeep Wrangler JK 4WD Sahara,32641.0,11,1,6135,1,0,0,0,1,0,1,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Black,Firecracker Red Clearcoat,Red
917,2017,20,RAM 1500 Big Horn,32987.0,11,2,29224,6,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Black,N/A,N/A
918,2019,20,RAM 1500 Warlock,35987.0,12,2,10263,2,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,White,N/A,N/A
919,2010,0,Chevrolet Silverado 1500 LT,10788.0,2,1,181150,14,6,0,6,1,1,1,2,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,White,N/A,N/A
920,2018,0,Chevrolet Traverse FWD LT,27488.0,9,1,57786,11,18,27,45,1,1,0,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,N/A,Iridescent Pearl Tricoat,Pearl
921,2016,3,Ford Mustang GT,28500.0,10,2,19269,4,16,25,41,1,0,0,2,0,8-Cylinder,8,0,0,0,6-Speed Manual,6,Ebony,Competition Orange,Orange
922,2018,3,Ford F150 XL,33000.0,11,2,17031,3,5,0,5,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,White,N/A,N/A
923,2007,9,Toyota Corolla S,7999.0,1,0,95312,14,26,35,61,1,1,1,0,0,4-Cylinder,4,1,0,0,4-Speed Automatic,4,Black,Blue,Blue
924,2020,9,Toyota Corolla LE Hybrid Sedan,19500.0,5,2,8896,2,0,0,0,1,1,1,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,N/A,N/A
925,2013,20,RAM 1500 SLT,23900.0,7,2,29991,6,6,0,6,1,0,1,1,1,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Gray,N/A,N/A
926,2020,9,Toyota Camry LE,26900.0,9,2,9286,2,0,0,0,1,1,1,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Pearl,N/A,N/A
927,2019,9,Toyota Camry XLE,28900.0,10,2,7620,2,0,0,0,1,1,1,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Pearl,N/A,N/A
928,2020,9,Toyota Avalon Touring,37500.0,12,2,4067,1,22,31,53,1,1,1,0,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Ruby Flare Pearl,Pearl
929,2020,9,Toyota Highlander AWD XLE V6,38900.0,12,2,2023,0,20,27,47,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Gray,Moon Dust,N/A
930,2015,16,Jeep Wrangler 4WD Unlimited Sport,30990.0,11,0,66716,12,0,0,0,1,1,0,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Black,Billet Silver Metallic Clearcoat,Silver
931,2017,15,Buick Envision FWD Preferred,23990.0,7,0,19915,4,22,29,51,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Ebony,Midnight Amethyst Metallic,Metallic
932,2016,8,GMC Terrain FWD SLE w/ SLE-2,17450.0,4,1,49246,11,22,31,53,2,1,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Onyx Black,Black
933,2017,0,Chevrolet Colorado Z71,27950.0,9,2,29503,6,6,0,6,2,0,0,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Red,N/A,N/A
934,2018,16,Jeep Compass 4WD Limited,22000.0,6,2,19094,3,22,30,52,1,1,0,1,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Rhino Clearcoat - Gray,Gray
935,2017,2,Dodge Charger SXT,25500.0,8,2,6205,1,19,30,49,1,1,0,2,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Billet Clearcoat - Silver,Silver
936,2020,2,Dodge Charger R/T,34500.0,11,2,3763,1,16,25,41,1,1,0,2,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Black,Triple Nickel Clearcoat - Silver,Nickel
937,2016,3,Ford Fiesta S Hatchback,8500.0,1,2,14784,3,27,36,63,1,0,0,0,0,4-Cylinder,4,1,0,0,Automatic,0,Black,Ingot Silver Metallic - Silver,Ingot
940,2020,17,Cadillac XT6 FWD Premium Luxury,47500.0,13,2,4760,1,18,25,43,1,1,0,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,N/A,Crystal White Tricoat - White,White
941,2017,0,Chevrolet Malibu Premier w/ 2LZ,20500.0,6,2,31529,7,22,33,55,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,9-Speed Automatic,9,N/A,Summit White,White
942,2017,17,Cadillac XT5 AWD Platinum,28500.0,10,2,40500,9,18,26,44,1,1,0,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Silver Coast Metallic,Silver
943,2017,0,Chevrolet Traverse AWD LT w/ 2LT,28500.0,10,1,19323,4,15,22,37,2,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Tungsten Metallic,Tungsten
944,2015,0,Chevrolet Sonic RS Hatchback,9489.0,1,1,85916,13,25,33,58,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Black Granite Metallic,Black
945,2014,9,Toyota Camry SE,9649.0,1,1,149632,14,25,34,59,1,0,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Cosmic Gray Mica,Gray
946,2016,3,Ford Focus SE Sedan,9995.0,1,1,68075,12,0,0,0,1,1,1,0,1,4-Cylinder,4,1,0,0,6-Speed Shiftable Automatic,6,N/A,Shadow Black,Black
947,2015,0,Chevrolet Equinox FWD LT w/ 1LT,10588.0,2,1,123937,14,22,31,53,1,0,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Black Granite Metallic,Black
948,2013,4,Hyundai Veloster RE:MIX Edition,10989.0,2,0,84113,13,27,37,64,1,0,0,0,0,4-Cylinder,4,0,0,0,6-Speed Manual,6,Black,Triathlon Gray Metallic,Gray
949,2013,3,Ford Edge AWD SEL,11978.0,2,1,116114,14,18,25,43,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,N/A,Tuxedo Black Metallic,Black
950,2016,3,Ford Fusion SE,11995.0,2,1,94143,14,22,34,56,1,0,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Deep Impact Blue,Blue
951,2019,3,Ford Fiesta SE Sedan,12995.0,2,1,15008,3,27,37,64,1,0,1,0,0,4-Cylinder,4,1,0,0,6-Speed Shiftable Automatic,6,Black,Ingot Silver Metallic,Ingot
952,2018,3,Ford Escape FWD S,14361.0,3,1,55660,11,21,29,50,1,1,0,0,1,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Ingot Silver Metallic,Ingot
953,2018,3,Ford EcoSport 4WD S,14406.0,3,1,49020,11,23,29,52,1,1,1,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,N/A,Moondust Silver Metallic,Silver
954,2015,4,Hyundai Sonata Sport 2.0T,14589.0,3,0,72656,13,22,31,53,1,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Quartz White Pearl,White
955,2018,3,Ford Escape FWD S,14589.0,3,1,70129,12,21,29,50,1,1,1,0,1,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Cinnamon Glaze Metallic,Metallic
956,2018,0,Chevrolet Malibu Hybrid,14850.0,3,1,74738,13,0,0,0,1,1,1,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,N/A,N/A
957,2020,4,Hyundai Santa Fe FWD SEL w/ Convenience Package,27179.0,9,0,0,0,22,29,51,3,1,1,0,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Calypso Red,Red
958,2015,5,Chrysler Town & Country Touring-L,16695.0,4,0,80013,13,17,25,42,1,1,0,0,1,6-Cylinder,6,1,0,0,6-Speed Shiftable Automatic,6,Black,White,White
959,2017,3,Ford Fusion SE Hybrid,14995.0,3,1,51788,11,0,0,0,1,1,1,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Red,N/A,N/A
960,2020,13,Kia Forte Sedan,15977.0,3,0,12609,2,31,41,72,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Clear White,White
961,2015,9,Toyota RAV4 AWD Limited,15989.0,3,1,139447,14,22,28,50,1,1,1,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,N/A,Barcelona Red Metallic,Red
962,2019,0,Chevrolet Malibu LT w/ 1LT,16713.0,4,1,40972,9,29,36,65,1,0,1,0,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,N/A,Summit White,White
963,2018,3,Ford Fusion SE,16989.0,4,1,39667,9,23,34,57,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Magnetic Metallic,Metallic
964,2020,16,Jeep Cherokee 4WD Latitude,29925.0,10,0,10,0,21,29,50,3,1,1,1,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Light Brownstone Pearlcoat,Brown
965,2019,3,Ford Fusion SE,17446.0,4,1,25038,5,23,34,57,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Velocity Blue Metallic,Blue
966,2011,3,Ford E-350 and Econoline 350 Super Duty,17988.0,4,0,133583,14,12,16,28,1,1,1,2,1,8-Cylinder,8,1,0,0,Automatic,0,N/A,Oxford White,White
967,2014,3,Ford Expedition 4WD Limited,18638.0,5,1,125750,14,13,18,31,1,1,0,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,N/A,Kodiak Brown Metallic,Brown
968,2016,15,Buick Enclave FWD Leather,18644.0,5,1,95388,14,15,22,37,1,1,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Quicksilver Metallic,Metallic
