,0,1,2,3,4,5,6,7,8,9
477,Used 2018 BMW X4 M40i,"39,590","32,480",All wheel drive,6-Cylinder Turbo,8-Speed Automatic,Gasoline,18 City / 25 Highway,Blue,Brown
478,Used 2019 Ford F150 XLT,"43,990","1,675",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,White
479,Used 2020 Kia Telluride AWD EX,"44,590","3,250",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 24 Highway,Burgundy,Black
480,Used 2018 Jeep Wrangler 4WD Unlimited Rubicon,"44,590","11,065",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 23 Highway,Black,Black
481,Used 2019 GMC Sierra 1500 4x4 Crew Cab Denali,"53,990","8,478",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'10""",15 City / 21 Highway,Gray
482,Used 2016 Dodge Charger SRT Hellcat,"53,990","22,966",2 wheel drive - rear,8-Cylinder Supercharged,8-Speed Automatic,Gasoline,13 City / 22 Highway,Black,Black
483,Used 2018 Dodge Charger SRT Hellcat,"60,590","7,714",2 wheel drive - rear,8-Cylinder Supercharged,8-Speed Automatic,Gasoline,13 City / 22 Highway,White,Black
484,Used 2016 Kia Soul,"10,500","72,758",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 30 Highway,Alien Ii,Black
485,Used 2016 Dodge Dart SE w/ Convenience Group,"10,999","56,363",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 33 Highway,B5 Blue Pearlcoat,Black
486,Used 2017 Nissan Sentra SV,"11,900","45,848",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Gray,Charcoal
487,Used 2019 Nissan Versa 1.6 SV,"11,999","38,499",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 39 Highway,White,Charcoal
488,Used 2019 Nissan Versa 1.6 SV,"11,999","38,014",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 39 Highway,Black,Charcoal
489,Used 2017 Kia Optima LX,"14,064","50,831",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 34 Highway,Platinum Graphite,Beige
490,Used 2019 Kia Soul +,"14,260","37,188",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,25 City / 30 Highway,White,Black
491,Used 2019 Ford Mustang GT Convertible,"40,495","5,333",2 wheel drive - rear,8-Cylinder,Automatic,Gasoline,15 City / 24 Highway,Oxford White - White,Ceramic Leather
492,New 2020 Buick Enclave FWD Avenir,"49,740",7,2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 26 Highway,White Frost Tricoat - White,Chestnut With Ebony
493,Used 2019 Kia Soul +,"14,500","29,225",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,25 City / 30 Highway,Clear White,Black
494,Used 2019 Volkswagen Beetle 2.0T S,"15,999","35,626",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,26 City / 33 Highway,Pure White,Titan Black
495,Used 2018 Kia Optima LX,"16,500","29,279",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 34 Highway,Black,5XXGT4L31JG235865
496,Used 2019 Chevrolet Malibu LT w/ 1LT,"16,999","34,343",2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,29 City / 36 Highway,Silver,Jet Black
497,Used 2019 Nissan Rogue SV,"17,999","25,320",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,26 City / 33 Highway,Brilliant Silver Metallic,Charcoal
499,Used 2019 Chevrolet Impala LT w/ 1LT,"19,999","30,461",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,18 City / 28 Highway,Nightfall Gray Metallic,Jet Black
500,Used 2018 Ford Flex AWD SEL,"23,092","46,106",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Red,Dune
501,Used 2019 Toyota RAV4 AWD LE,"23,531","28,298",All wheel drive,4-Cylinder,8-Speed Automatic,Gasoline,27 City / 34 Highway,Black,Black
502,Used 2017 Toyota RAV4 AWD Limited Hybrid,"23,695","60,078",All wheel drive,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,34 City / 30 Highway,Gray
503,Used 2020 Chrysler Pacifica Touring-L,"25,710","39,400",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,Bright White Clearcoat,Black/Alloy
504,Used 2017 Jeep Grand Cherokee Laredo,"24,986","15,240",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Bright White Clearcoat,Black
505,Used 2013 INFINITI JX35 AWD w/ Premium Pkg,"11,488","159,212",All wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,18 City / 23 Highway,Diamond Slate,Graphite
506,Used 2013 Mercedes-Benz E 350 4MATIC Sedan,"11,888","116,995",All wheel drive,6-Cylinder,7-Speed Automatic,Gasoline,19 City / 29 Highway,Black,Black
507,Used 2013 Mercedes-Benz C 300 4MATIC Sedan,"16,888","39,451",All wheel drive,6-Cylinder,7-Speed Automatic,Gasoline,20 City / 28 Highway,Dolomite Brown Metallic,Almond Beige
508,Used 2011 Chevrolet Camaro SS Coupe w/ 2SS,"22,488","38,272",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,16 City / 24 Highway,Victory Red,Black
509,Used 2017 Chevrolet Silverado 1500 LT,"32,990","78,278",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"5'10""",16 City / 22 Highway,Graphite Metallic
510,Used 2018 Cadillac Escalade 4WD Premium Luxury,"55,990","42,500",4 wheel drive,8-Cylinder,10-Speed Automatic,Gasoline,14 City / 21 Highway,Black Raven,Jet Black
511,Used 2005 Toyota Highlander 4WD V6 w/ 3rd Row,"7,599","123,351",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,18 City / 24 Highway,Green,Tan
512,Used 2018 Lexus ES 350,"30,900","14,150",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,21 City / 30 Highway,Obsidian,Parchment
513,Certified 2017 Buick Encore FWD Preferred,"15,950","21,391",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 33 Highway,Ebony Twilight Metallic,Shale
514,Used 2017 Jeep Wrangler Unlimited Sahara,"35,950","20,544",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,16 City / 20 Highway,Black Clearcoat,Black
515,Used 2013 Buick LaCrosse Premium,"9,904","117,213",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 27 Highway,Storm Gray Metallic,Ebony
516,Used 2009 Ford F150 XLT,"9,995","179,934",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,14 City / 18 Highway,Brilliant Silver Clearcoat Metallic,Medium Stone
517,Used 2004 Jeep Wrangler X,"12,518","121,906",4 wheel drive,6-Cylinder,5-Speed Manual,Gasoline,16 City / 19 Highway,Shale Green Metallic Clearcoat/Black Soft Top,Camo
518,Used 2018 Ford Focus SE Hatchback,"12,608","38,728",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,26 City / 38 Highway,Magnetic Metallic,Charcoal Black
519,Used 2020 Chevrolet Trax AWD LS,"23,510",2,All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,24 City / 29 Highway,Gan Silver Ice Metallic,Afj Jet Black
520,Used 2019 Toyota RAV4 AWD LE,"22,492","47,535",All wheel drive,4-Cylinder,8-Speed Automatic,Gasoline,27 City / 34 Highway,Magnetic Gray Metallic,Black
521,Used 2013 Ford F150 STX,"14,686","132,783",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Flexible Fuel,"6'6""",15 City / 21 Highway,Race Red
522,Used 2017 Ford Escape 4WD SE,"14,940","70,930",4 wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 28 Highway,Magnetic Metallic,Charcoal Black
523,Used 2013 GMC Sierra 1500 4x4 Extended Cab SLE,"14,944","176,003",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"6'7""",13 City / 18 Highway,Quicksilver Metallic
524,Used 2017 Ford Fusion SE,"14,977","80,231",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 31 Highway,Shadow Black,Ebony
525,Certified 2019 Ford Fusion S,"15,933","28,685",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 31 Highway,White Gold Metallic,Medium Light Stone
527,Certified 2018 Chevrolet Silverado 1500 4x4 Crew Cab High Country,"41,232","43,037",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'10""",15 City / 20 Highway,Iridescent Pearl Tricoat
528,Used 2018 Hyundai Sonata SEL,"15,977","33,020",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,25 City / 35 Highway,Scarlet Red,Gray
529,Used 2019 Ford Fusion S,"15,989","28,783",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 31 Highway,Ingot Silver Metallic,Medium Light Stone
530,Used 2018 Chevrolet Cruze Premier Sedan,"16,339","35,112",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,29 City / 40 Highway,Kinetic Blue Metallic,Dark Atmosphere/Medium Atmosph
531,Used 2017 Ford Escape FWD Titanium,"16,794","62,188",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,White Platinum Metallic Tri-Coat,Medium Light Stone
532,Used 2019 Ford Fusion SE,"16,977","27,493",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Blue Metallic,Medium Light Stone
533,Used 2019 Ford Fusion SE,"16,977","27,944",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Magnetic Metallic,Light Putty
534,Used 2018 Ford Escape FWD Titanium,"17,350","51,733",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Shadow Black,Medium Light Stone
535,Used 2018 Ford Escape FWD Titanium,"17,541","51,666",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Ingot Silver Metallic,Medium Light Stone
536,Used 2018 Ford Escape FWD Titanium,"17,575","50,721",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Shadow Black,Charcoal Black
537,Certified 2018 Ford Escape FWD Titanium,"17,595","47,185",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Cinnamon Glaze Metallic,Charcoal Black
538,Used 2019 Chevrolet Equinox FWD LT w/ 1LT,"17,949","33,521",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,26 City / 32 Highway,Pepperdust Metallic,Medium Ash Gray
539,Used 2018 Ford Escape FWD Titanium,"17,977","49,212",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Ingot Silver Metallic,Medium Light Stone
540,Used 2019 Ford Escape FWD Titanium,"17,977","56,829",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Ingot Silver Metallic,Medium Light Stone
541,Certified 2018 Ford Escape FWD Titanium,"17,977","49,448",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Shadow Black,Charcoal Black
543,Certified 2018 Ford Escape FWD Titanium,"17,979","47,050",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Blue Metallic,Charcoal Black
544,Certified 2018 Ford Escape FWD Titanium,"17,988","51,105",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Blue Metallic,Medium Light Stone
546,Certified 2017 Ford Escape FWD Titanium,"17,989","50,042",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Shadow Black,Charcoal Black
547,Used 2018 Ford Escape FWD Titanium,"18,491","45,376",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,White Platinum Metallic Tri-Coat,Medium Light Stone
548,Certified 2019 Ford Escape FWD Titanium,"18,569","48,453",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,White Platinum Metallic Tri-Coat,Medium Light Stone
550,Certified 2019 Ford Escape FWD Titanium,"18,577","45,475",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Ingot Silver Metallic,Charcoal Black
551,Used 2014 Chevrolet Impala LT,"12,990","112,873",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,19 City / 28 Highway,Champagne Silver Metallic,Dark Titanium/Jet Black W/Sued
552,Used 2017 Chrysler Pacifica Touring-L Plus,"26,695","38,675",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 28 Highway,Velvet Red Pearlcoat - Red,Toffee/Cognac/Alloy Leather
553,Certified 2018 Ford Escape FWD Titanium,"18,589","50,779",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Ingot Silver Metallic,Charcoal Black
555,Used 2018 Ford Escape FWD Titanium,"18,589","50,931",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Shadow Black,Charcoal Black
556,Used 2018 Ford Escape FWD Titanium,"18,589","50,879",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Cinnamon Glaze Metallic,Charcoal Black
557,Certified 2019 Ford Escape FWD Titanium,"18,989","55,607",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Agate Black Metallic,Charcoal Black
558,Certified 2019 Ford Escape FWD Titanium,"19,322","43,017",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Agate Black Metallic,Charcoal Black
560,Used 2018 Toyota RAV4 FWD XLE,"20,000","75,789",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 30 Highway,Gray,Black
561,Certified 2018 Ford Escape FWD Titanium,"19,476","49,442",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Blue Metallic,Charcoal Black
562,Used 2018 Chevrolet Equinox AWD LT w/ 1LT,"19,677","31,623",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,24 City / 30 Highway,Silver Ice Metallic,Jet Black
563,Used 2015 Lincoln MKZ AWD,"19,890","45,773",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 31 Highway,White Platinum Metallic Tri-Coat,Light Dune
564,Used 2017 Ford Explorer FWD XLT,"21,977","63,601",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,19 City / 27 Highway,Ruby Red Metallic Tinted Clearcoat,Ebony Black
565,Certified 2018 Ford Edge FWD SEL,"21,988","47,805",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 26 Highway,Ingot Silver Metallic,Ebony
567,Used 2013 Chevrolet Silverado 1500 LT,"21,997","55,309",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"6'7""",13 City / 18 Highway,Deep Ruby Metallic
568,Used 2018 Honda CR-V AWD EX,"24,416","33,756",All wheel drive,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,Crystal Black Pearl,Gray
569,Used 2020 Ford Fusion SEL,"24,877","4,848",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Rapid Red Metallic Tinted Clearcoat,Ebony
570,Used 2017 Ford Explorer FWD XLT,"24,965","47,188",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,Smoked Quartz Metallic Tinted Clearcoat,Ebony Black
571,Used 2020 Ford Fusion SEL,"24,977","2,662",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Alto Blue Metallic Tinted Clearcoat,Medium Light Stone
572,Certified 2017 Lincoln MKC AWD Reserve,"24,977","47,063",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,19 City / 25 Highway,Midnight Sapphire Blue Metallic,Ebony
573,Used 2020 Ford Fusion SEL,"24,977","2,700",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,White Platinum Metallic Tri-Coat,Medium Light Stone
574,Used 2020 Ford Fusion SEL,"24,988","2,428",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Agate Black Metallic,Ebony
575,Used 2020 Ford Fusion SEL,"24,988","1,784",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Agate Black Metallic,Medium Light Stone
576,Used 2015 Chevrolet Tahoe 2WD LS,"26,969","80,139",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,16 City / 23 Highway,Black,Jet Black
577,Used 2016 Jeep Wrangler 4WD Sport,"27,957","30,959",4 wheel drive,6-Cylinder,6-Speed Manual,Gasoline,17 City / 21 Highway,Firecracker Red Clearcoat,Black
578,Certified 2017 Ford Explorer 4WD Limited,"28,689","53,129",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Smoked Quartz Metallic Tinted Clearcoat,Dark Earth Gray
579,Certified 2019 Ford Explorer FWD XLT,"28,989","27,036",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,Magnetic Metallic,Ebony Black
581,Used 2018 Ford Explorer XLT,"29,489","31,854",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Ingot Silver Metallic,Ebony Black
582,Used 2018 Ford F150 XLT,"29,995","59,912",4 wheel drive,8-Cylinder,10-Speed Automatic,Flexible Fuel,18 City / 23 Highway,Oxford White,Medium Earth Gray
584,Certified 2018 Chevrolet Malibu LT w/ 1LT,"15,950","47,574",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,27 City / 36 Highway,Silver Ice Metallic,Jet Black
585,Used 2019 Toyota Highlander AWD LE Hybrid,"30,696","20,716",All wheel drive,6-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,30 City / 28 Highway,Midnight Black Metallic
586,Used 2020 Dodge Durango AWD GT,"31,980","35,777",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Db Black Clearcoat,Black
587,Used 2018 Ford F150 XLT,"31,997","31,103",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"6'6""",18 City / 23 Highway,Lightning Blue
588,Used 2018 Ford F150 XLT,"32,589","32,966",4 wheel drive,8-Cylinder,10-Speed Automatic,Flexible Fuel,18 City / 23 Highway,Ingot Silver Metallic,Medium Earth Gray
589,Used 2017 Ford Expedition 4WD Limited,"32,615","74,542",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,15 City / 20 Highway,Oxford White,Ebony
590,Certified 2016 Chevrolet Suburban LT,"38,950","73,104",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,15 City / 22 Highway,Summit White,Cocoa
591,Used 2018 Honda Pilot AWD Touring,"33,989","37,613",All wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 26 Highway,White Diamond Pearl,Black
592,Used 2020 Ford Explorer 4WD XLT,"35,617","28,593",4 wheel drive,4-Cylinder Turbo,10-Speed Automatic,Gasoline,20 City / 27 Highway,Atlas Blue Metallic,Ebony
593,Used 2018 Ford F150 Lariat,"35,977","67,373",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,White Platinum Metallic Tri-Coat
594,Used 2020 Chevrolet Traverse AWD LT,"36,944","18,731",All wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,17 City / 25 Highway,Cajun Red Tintcoat,Jet Black/Dark Galvanized
595,Used 2019 Ford F150 XLT,"38,591","18,410",4 wheel drive,8-Cylinder,10-Speed Automatic,Flexible Fuel,18 City / 23 Highway,Magnetic Metallic,Medium Earth Gray
596,Certified 2018 Ford F150 Lariat,"42,589","38,679",4 wheel drive,8-Cylinder,10-Speed Automatic,Flexible Fuel,18 City / 23 Highway,Oxford White,Black
598,Used 2018 Ford F150 SuperCrew Platinum,"49,498","30,731",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,18 City / 23 Highway,White Platinum Metallic Tri-Coat,Black
599,Used 2019 Ford Expedition 4WD Limited,"53,577","27,175",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,17 City / 22 Highway,Agate Black Metallic,Ebony
600,Used 2019 GMC Sierra 1500 Denali,"54,750","20,091",4 wheel drive,8-Cylinder,10-Speed Automatic,Gasoline,"5'10""",15 City / 20 Highway,Pacific Blue Metallic
601,Certified 2020 Ford Expedition Max 4WD Limited,"55,887","24,965",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,16 City / 21 Highway,Agate Black,Ebony
602,Used 2016 Jeep Renegade FWD Sport w/ Power & Air Group,"11,000","65,922",2 wheel drive - front,4-Cylinder Turbo,6-Speed Manual,Gasoline,24 City / 31 Highway,Omaha Orange,Black
603,Used 2017 Ford Escape FWD SE,"14,375","60,048",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 30 Highway,Tan,Medium Light Stone
604,Used 2019 Volkswagen Jetta S,"15,529","16,939",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,30 City / 39 Highway,Blue Silk Metallic,Storm Gray
605,Certified 2019 Dodge Journey FWD GT,"18,000","37,655",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Vice White,Black
607,Used 2019 Jeep Compass Limited,"19,250","45,866",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 31 Highway,Redline Pearlcoat,Black
608,Used 2018 Volkswagen Tiguan SEL,"21,500","38,141",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 27 Highway,Silk Blue Metallic,Titan Black
609,Used 2019 Jeep Compass 4WD Trailhawk,"21,500","36,611",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,22 City / 30 Highway,Granite Crystal Metallic Clearcoat,Ruby Red/Black
610,Used 2019 Jeep Compass 4WD Trailhawk,"21,800","27,735",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,22 City / 30 Highway,Redline Pearlcoat,Ruby Red/Black
611,Used 2019 Jeep Cherokee 4WD Latitude,"22,250","28,106",4 wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,21 City / 29 Highway,Bright White Clearcoat,Black
612,Certified 2019 Dodge Charger SXT,"23,250","33,008",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Triple Nickel Clearcoat,Black
613,Certified 2018 Chevrolet Silverado 1500 LTZ,"46,450","15,366",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'10""",16 City / 22 Highway,Summit White
614,New 2020 Ford Edge AWD SEL,"33,622",0,All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,21 City / 28 Highway,Rapid Red,Ebony
615,Used 2019 Chevrolet Traverse FWD LT,"24,000","90,099",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 27 Highway,Silver Ice Metallic,Jet Black
616,Used 2019 Dodge Charger SXT,"24,250","22,656",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Destroyer Gray Clearcoat,Black
617,Used 2017 Ford Edge AWD Titanium,"27,250","25,020",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,Shadow Black,Ebony
618,Used 2019 Ford Edge AWD Titanium,"27,830","41,400",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,21 City / 28 Highway,Magnetic Metallic,Ceramic
619,Certified 2019 Jeep Grand Cherokee Limited,"29,775","34,361",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Velvet Red Pearlcoat,Black
621,Certified 2019 Honda Accord Hybrid,"22,839","17,961",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,48 City / 48 Highway,Platinum White Pearl
622,Used 2019 Ford Ranger XLT,"30,724","38,085",4 wheel drive,4-Cylinder Turbo,10-Speed Automatic,Gasoline,5',20 City / 24 Highway,Oxford White
623,Used 2019 RAM 1500 Big Horn,"30,750","37,216",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",Information Unavailable,Bright White Clearcoat
624,Certified 2019 Jeep Grand Cherokee Limited,"30,877","25,946",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Billet Silver Metallic Clearcoat,Black
625,Used 2019 Jeep Grand Cherokee Limited,"31,500","35,182",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Billet Silver Metallic Clearcoat,Black
626,Used 2017 Dodge Charger R/T,"33,750","21,969",2 wheel drive - rear,8-Cylinder,8-Speed Automatic,Gasoline,16 City / 25 Highway,Pitch Black Clearcoat,Pearl/Black
627,Used 2018 Ford F150 Lariat,"35,627","81,400",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"6'6""",16 City / 22 Highway,White Platinum Metallic Tri-Coat
628,Used 2019 RAM 1500 4x4 Crew Cab,"37,650","30,644",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Delmonico Red Pearlcoat
629,Used 2019 RAM 1500 4x4 Crew Cab,"38,000","30,139",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Diamond Black Crystal Pearlcoat
630,Used 2019 RAM 1500 4x4 Crew Cab,"38,237","30,421",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Granite Crystal Metallic Clearcoat
631,Used 2019 RAM 1500 4x4 Crew Cab,"38,250","19,408",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Delmonico Red Pearlcoat
632,Used 2019 RAM 1500 4x4 Crew Cab Big Horn,"38,500","24,608",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",19 City / 24 Highway,Granite Crystal Metallic Clearcoat
633,Used 2018 RAM 1500 Laramie Limited,"39,000","33,395",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",15 City / 21 Highway,Pearl White
634,Used 2020 Ford Explorer 4WD Limited,"41,750","17,436",4 wheel drive,4-Cylinder Turbo,10-Speed Automatic,Gasoline,20 City / 27 Highway,Agate Black Metallic,Ebony
635,Used 2020 Chevrolet Tahoe LT,"45,000","26,652",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,15 City / 21 Highway,Silver,Jet Black
636,Used 2019 RAM 1500 Laramie,"45,750","22,349",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Granite Crystal Metallic Clearcoat
